rep,id,beta0,gamma0,delta0,group
1,167,-0.406841474407389,0.000923345751477145,0.0184959147365535,1
1,168,-0.474505074158959,0.000863383025413538,0.0575953314679667,1
1,169,-0.373805692166235,0.0011396480328443,0.0322888971801055,1
1,170,-0.391277526718154,0.00120023838161263,0.0239362602664004,1
1,171,-0.36680970373032,0.000676316311397881,0.0499013895249805,1
1,172,-0.0919310311135174,0.00105683677918445,0.0416731858644037,1
1,173,-0.41513673038109,0.000868139420946412,0.0221978465342338,1
1,174,0.00984258081707693,0.00137021835976071,0.0336860463663437,1
1,175,-0.0905188905551477,0.000836261710000877,0.0435366307235653,1
1,176,-0.59567667220249,0.000979529434998372,0.0406175733029213,1
1,177,-0.443060815162323,0.000710182501355688,0.0434671249283736,1
1,178,-0.206760048644342,0.000620507666353277,0.0225299050869877,1
1,179,-0.288792966351761,0.000891083267409475,0.0259689775229142,1
1,180,-0.380674938264313,0.000627207180641092,0.0272672601745845,1
1,181,-0.46329479427604,0.000641553503280119,0.0194835290806345,1
1,182,-0.551150696258562,0.000893637980868156,0.0325037610621659,1
1,183,-0.315433613348246,0.000749812021534496,0.0522795563629975,1
1,184,-0.28459605398663,0.000696634540904508,0.0302736768150346,1
1,185,-0.416832827829144,0.000837514833896916,0.0701261563611567,1
1,186,-0.436429704138257,0.000753394202988192,0.0312682220712616,1
1,187,-0.478345490446751,0.0009735881533009,0.0151445609445691,1
1,188,-0.40841595805213,0.000836828960287921,0.0292564253449599,1
1,189,-0.174599243986726,0.00106380838706852,0.034154068447581,1
1,190,-0.234815429400323,0.00100947625191274,0.030565987807955,1
1,191,-0.305432555133224,0.000938352997736848,0.0210784725446108,1
1,192,-0.473519698131564,0.0007949897311464,0.0290400326673769,1
1,193,-0.533805114154044,0.00090776871638428,0.0191872431386683,1
1,194,-0.45621463931688,0.00134595539686448,0.0173574756957428,1
1,195,-0.406770942401691,0.000857835756684572,0.016367638076002,1
1,196,-0.260087192960269,0.000750423200190297,0.0451627933306729,1
1,197,-0.308689529963938,0.00103239776205875,0.0278693702567569,1
1,198,-0.502719468109099,0.00158369215390964,0.0347058809212236,1
1,199,-0.175087039801133,0.00121226905044288,0.0615714967257823,1
1,200,-0.0115836598316312,0.000743193391835608,0.0219223166969454,1
1,201,-0.388645348070983,0.0010006060173923,0.0355752240424152,1
1,202,-0.260827732786334,0.00113161856432252,0.0720214315156224,1
1,203,-0.234934832057523,0.00108030909799207,0.0173814499357767,1
1,204,-0.21229925362616,0.00105704957276769,0.017904229470582,1
1,205,-0.185703989700188,0.000599842051176914,0.0202939928387734,1
1,206,-0.24957708850831,0.000809654593331911,0.0386635363521761,1
1,207,-0.69689632938334,0.00126864384351807,0.0252658735354376,1
1,208,-0.371659627763147,0.000940068916053473,0.0395576145329581,1
1,209,-0.398620337836545,0.000530904393997569,0.0390396327622115,1
1,210,-0.171683698401493,0.00104016612943405,0.0323177841533411,1
1,211,-0.472396232468985,0.000664626209673336,0.0485064984398858,1
1,212,-0.387071050911612,0.000696862516907682,0.031554719425627,1
1,213,-0.434827929447834,0.000636233112725328,0.0368270502228981,1
1,214,-0.39372555403316,0.00068801365098043,0.0331841766477351,1
1,215,-0.469195247543411,0.00115337865276314,0.0391803572455463,1
1,216,-0.107145434279192,0.000904135915286576,0.0590712935220737,1
1,217,-0.311073285343538,0.00127392466966323,0.0206545831201728,1
1,218,-0.36493887088458,0.000921753979085755,0.0275682545147479,1
1,219,-0.441824147520515,0.00100194087311328,0.0354881435805873,1
1,220,-0.404931268859124,0.00101788091117467,0.0272741257969733,1
1,221,-0.11450830771015,0.00108351627168252,0.0133459702731208,1
1,222,-0.501007447183125,0.000945838269371836,0.0520788817066364,1
1,223,-0.483833416417493,0.00128354171956869,0.0401856670095209,1
1,224,-0.387373721853306,0.000746742142769177,0.0337802465626065,1
1,225,-0.327409973383473,0.000796070586611735,0.0714639709070464,1
1,226,-0.27671014823453,0.000617177539110484,0.0471370719133816,1
1,227,-0.383990559997561,0.000822015649499262,0.0750226485540902,1
1,228,-0.311740247611021,0.000963793850089302,0.0395552984427561,1
1,229,-0.463178024814078,0.000999100718311721,0.0246051030549777,1
1,230,-0.559185675987423,0.000827636110371251,0.0093945598143726,1
1,231,-0.359591294495603,0.00120366896386379,0.0229240319126882,1
1,232,-0.0207973547462861,0.000706911682753662,0.016503837831717,1
1,233,-0.32578540531429,0.00148713139468956,0.032728947544915,1
1,234,-0.287493155886196,0.000884628994634188,0.0348221915224668,1
1,235,-0.373927870655803,0.00118111185506151,0.0355139787788855,1
1,236,-0.494524020296011,0.000668902379342956,0.050722782380493,1
1,237,-0.281205576947727,0.00120483190464338,0.0717559046603219,1
1,238,-0.486289953237198,0.000824131007602279,0.016402536112566,1
1,239,-0.205358015731919,0.00090659316070471,0.0354557646619671,1
1,240,0.0815765844330993,0.000603404945814727,0.0978097568738377,1
1,241,-0.280986339667452,0.00086229324454889,0.0384554793932113,1
1,242,-0.429883165515075,0.000943324259394464,0.0390261851714651,1
1,243,-0.243182371133563,0.00114453412721924,0.0284591786082681,1
1,244,-0.394994662851835,0.000911548963751175,0.153784816599217,1
1,245,-0.461796733495486,0.000923954969776529,0.0388228360091734,1
1,246,-0.301973549436511,0.00075544990869854,0.0324955170852463,1
1,247,-0.398142843922791,0.00110678777747613,0.0366733815563608,1
1,248,-0.298478316284579,0.000653707842819308,0.0459302349099003,1
1,249,-0.392892362558768,0.000908167856361804,0.0250607604064475,1
1,250,-0.178026703245183,0.000747444989579718,0.0347851989510737,1
1,251,-0.338078496505009,0.000835300389464312,0.0591449839568741,1
1,252,-0.396877582190598,0.00107574024721654,0.0583266689366363,1
1,253,-0.19310187521738,0.000710445213213177,0.0266259407577641,1
1,254,-0.393086815283984,0.00068848307305802,0.0610732341166102,1
1,255,-0.166059995760697,0.000689720280900168,0.0753734089230686,1
1,256,-0.200272672363862,0.000812600418445306,0.0425252514800969,1
1,257,-0.169386120426427,0.000663238354902579,0.0464104963352274,1
1,258,-0.435792429210579,0.000753447344635498,0.0254950688243769,1
1,259,-0.280878585938473,0.000859607608940097,0.0318564862151105,1
1,260,-0.17031055203763,0.00106602614464112,0.0362519006223763,1
1,261,-0.185470723661408,0.00102881920810054,0.0251647432868367,1
1,262,-0.484513718920787,0.00129496355526544,0.124592713050442,1
1,263,-0.430233373245063,0.000718423203924411,0.0575644650953662,1
1,264,-0.26231544174049,0.0010385650628869,0.0278362632326978,1
1,265,-0.226575518132388,0.00108218407354433,0.0787491958578016,1
1,266,-0.404123766659384,0.000927084608380688,0.0238690485944509,1
1,267,-0.328943899352377,0.000897108365955652,0.0150004606992508,1
1,268,-0.551650876153173,0.000934320692209733,0.0283694720553662,1
1,269,-0.274934998125638,0.000644929707256037,0.0526620570945188,1
1,270,-0.361613516215865,0.000924804724215997,0.0186803306799403,1
1,271,-0.365996356727577,0.00112568552939589,0.0305603699663081,1
1,272,-0.38077999379313,0.000724979194592205,0.0450608073887553,1
1,273,-0.255564847849444,0.00112835526522211,0.0557177198322166,1
1,274,-0.0380778203676457,0.00095405186053203,0.110369137238449,1
1,275,-0.00977807063440794,0.000906055630125496,0.0395249515924662,1
1,276,-0.149555796613552,0.000824825710960505,0.0279254465000299,1
1,277,-0.19879774510255,0.000908086034332529,0.0434656760391854,1
1,278,-0.296608752521019,0.00089091194346429,0.0276840398447799,1
1,279,-0.199441082334494,0.00116522474503236,0.0612939835059016,1
1,280,-0.273821160570813,0.000672654182150831,0.016003890292852,1
1,281,-0.119858282946665,0.00112002055595471,0.0251349591048524,1
1,282,-0.483405728096972,0.000801983576818409,0.0303920393511357,1
1,283,-0.256832108085517,0.000919786313928004,0.0293018062902385,1
1,284,-0.498261131167228,0.000808121586233108,0.0133990585275647,1
1,285,-0.0892502814571881,0.000699102725025419,0.025386832252733,1
1,286,-0.503729166174064,0.000971392809736032,0.024135411096363,1
1,287,-0.266545571848673,0.000798633652696829,0.0382338187893854,1
1,288,-0.222480387640914,0.000704929174350113,0.0243252407128793,1
1,289,-0.533043168728149,0.000879918224598201,0.0233800538828606,1
1,290,-0.366947659123574,0.000906093999654327,0.0320718161513453,1
1,291,-0.280571228914357,0.000777644850246044,0.0102877455490413,1
1,292,-0.356138512367671,0.000843953690955538,0.0342392880616624,1
1,293,-0.227302694172916,0.000749586174122677,0.0304645564106425,1
1,294,-0.568629514589846,0.000720848903997096,0.0402889895078596,1
1,295,-0.401682943265225,0.000932195986264816,0.0691876570403653,1
1,296,-0.0589232872711776,0.000756458175551523,0.0295317976102263,1
1,297,-0.312023292883158,0.000912172092964041,0.0244366806637006,1
1,298,-0.442201401268559,0.000916877191656762,0.0416341002816608,1
1,299,-0.475574188634554,0.000959520365109735,0.0256007035310687,1
1,300,-0.322700016128588,0.000617633213700686,0.0276176606033818,1
1,301,-0.219338315372864,0.000891869000812579,0.0252770592164975,1
1,302,-0.684133097356864,0.000878516312143702,0.0431445907001959,1
1,303,-0.177534805277175,0.000741034868896235,0.0753023004545364,1
1,304,-0.454479711146035,0.000882715592422045,0.073296855938517,1
1,305,-0.0381885720876401,0.00108951295890937,0.0645513186593591,1
1,306,-0.314438626468382,0.00126583720824424,0.0804260395644155,1
1,307,-0.381593307762299,0.000684180109041394,0.0393052082740101,1
1,308,-0.445898015073568,0.00120628842032129,0.0558512683073367,1
1,309,-0.450743502529972,0.000811981314352335,0.0565750105738922,1
1,310,-0.35563496247538,0.00124291464994122,0.0205484334243603,1
1,311,-0.548523581986418,0.000651090794751527,0.0277616716491469,1
1,312,-0.371065394270813,0.00100708607055659,0.073630373526113,1
1,313,-0.362084233402138,0.000910233124864797,0.0403377254866455,1
1,314,-0.15159689914499,0.000974556924490872,0.102143043667058,1
1,315,-0.301194318832217,0.000928213477687066,0.0275564168917148,1
1,316,-0.314076197918805,0.00105333091274729,0.0526606101804816,1
1,317,-0.41050936083989,0.00118347907535865,0.0736573500892816,1
1,318,-0.236946818386425,0.000730224405974965,0.0311049532757489,1
1,319,-0.528537743291366,0.000632294135745424,0.0222138004699893,1
1,320,-0.411515553589147,0.000923287036387246,0.0357555320982236,1
1,321,-0.452029773415347,0.00113101788141833,0.0297418309688053,1
1,322,-0.219924515422484,0.000858790649219356,0.0634430180483792,1
1,323,-0.340047767636669,0.000617536760861318,0.0373050469352352,1
1,324,-0.560960061207361,0.000713054162756019,0.0225730769321189,1
1,325,-0.324784600227036,0.000628223955893232,0.0416313516585623,1
1,326,-0.194677445962391,0.00148804634392024,0.0382807678044684,1
1,327,-0.365117107139576,0.00134319624996886,0.0556700014204592,1
1,328,-0.503078199928673,0.000907889555459084,0.0167279180729392,1
1,329,-0.369207289483094,0.000609207389212779,0.0326634405643512,1
1,330,-0.41364541973261,0.000847703792761017,0.0253458763035342,1
1,331,-0.443098028753916,0.000852776289642709,0.0744274279551508,1
1,332,-0.315584945734773,0.000583396418574646,0.0174995537893289,1
1,333,-0.12442474047766,0.00119142465617338,0.0481358681820439,1
1,334,-0.0232039586125853,0.000604661162623257,0.0326338550717036,1
1,335,-0.569476529818929,0.00072075294657676,0.0183270848470984,1
1,336,-0.370837942706802,0.000865369300408852,0.0398955749173286,1
1,337,-0.150640289874656,0.000982513798173038,0.0337670046417487,1
1,338,-0.180975878833979,0.00101414827455982,0.0155808897773329,1
1,339,-0.383233172206407,0.000739921968424,0.0412206783922179,1
1,340,-0.306156522475085,0.00119844429628708,0.0263709466697315,1
1,341,-0.400158075431531,0.000900175883508854,0.0410624902289534,1
1,342,-0.362787033062855,0.000796079379938934,0.0364721738279204,1
1,343,-0.315526002382784,0.00118810981597779,0.0212569010892346,1
1,344,-0.105530115192057,0.000911005916087002,0.0369931106903097,1
1,345,-0.267214733428953,0.000822184751734575,0.0279788682699033,1
1,346,-0.0044331981179267,0.000703883444683172,0.061454849966911,1
1,347,-0.232566088060882,0.00153688041836744,0.0324283662230523,1
1,348,-0.154155967384437,0.000758701134310196,0.0421485969284673,1
1,349,-0.189767337425553,0.00111470296186393,0.0139411025524781,1
1,350,-0.141748040924437,0.000960096369044548,0.0235275928079731,1
1,351,-0.219671724040259,0.00085885795159306,0.0269682060532977,1
1,352,-0.403565874321504,0.00104158152241303,0.0230077938727063,1
1,353,-0.186211415574268,0.000932459739978064,0.0278250565766479,1
1,354,-0.186174900960128,0.0010408907240131,0.0698736111639556,1
1,355,-0.449187228242154,0.000666971444614065,0.036802556318266,1
1,356,-0.460160909722473,0.00078839811301488,0.037624606916075,1
1,357,-0.273980420537034,0.00107520448003273,0.0479569576387653,1
1,358,-0.503035019711739,0.00112430147853289,0.0961967761623261,1
1,359,-0.447087540140056,0.00113056249046371,0.0594788551929624,1
1,360,-0.29757604857918,0.000495216701371254,0.0150231427940493,1
1,361,-0.444916028398454,0.00120372249190753,0.0158030707194127,1
1,362,-0.240890044024904,0.00109435004986804,0.030373038218844,1
1,363,-0.410375695789934,0.000834822407035309,0.0308168652892237,1
1,364,-0.196543004753102,0.000822844165072141,0.0362274046458603,1
1,365,-0.587806461931832,0.000904268123839776,0.0225885434444311,1
1,366,-0.379747583558433,0.000960803639774092,0.0169382451523548,1
1,367,-0.518916536660599,0.000963199398622096,0.0618819847841631,1
1,368,-0.359433461237684,0.000808520998952963,0.0269099947627268,1
1,369,-0.123678611765334,0.000756956226584622,0.0209332964493312,1
1,370,-0.132936253069396,0.000820274062613427,0.0465510290666283,1
1,371,-0.239213059278511,0.00142060150464437,0.0417947365441627,1
1,372,-0.338448633894036,0.000615767299910512,0.0625003645104716,1
1,373,-0.554455694169641,0.000823072712582975,0.0267524666058915,1
1,374,-0.342574885410849,0.000871588701078177,0.0489682273779955,1
1,375,-0.286276752854534,0.000890333186488084,0.0471141386873651,1
1,376,-0.362545024458482,0.000912689273127041,0.0276626993002035,1
1,377,-0.21461436785071,0.000937845927342271,0.0211384650170516,1
1,378,-0.432173704801382,0.000720749783970459,0.0379803099297367,1
1,379,-0.179150639610569,0.000856638036168204,0.0191854521390861,1
1,380,-0.372823127433828,0.000950561647736724,0.0251862665901311,1
1,381,-0.30957149333026,0.000854864517180931,0.037652740282804,1
1,382,-0.328797961869393,0.00117312729287899,0.0376014257104591,1
1,383,-0.327704602311604,0.000904390915436932,0.0493781637830884,1
1,384,-0.536864557386075,0.00147456591275073,0.0374423111678383,1
1,385,-0.00252848322259215,0.000700373517800026,0.0215094128545921,1
1,386,-0.27845843393378,0.000809638560780244,0.0320463856054896,1
1,387,-0.496946720542352,0.00086884357511141,0.0269103566547557,1
1,388,-0.172228073042425,0.000875420136234791,0.0373362158308051,1
1,389,-0.387310102204628,0.000525862126366044,0.0542369723646944,1
1,390,-0.417400574079511,0.000808335946188226,0.0385288755786005,1
1,391,-0.435348612792043,0.000680609950569095,0.0198877969565372,1
1,392,-0.226296838906242,0.00109558880812506,0.0536520133346952,1
1,393,-0.355817945878531,0.00106015841343568,0.0370732601794425,1
1,394,-0.206345814147435,0.000908901398851386,0.0371211917284539,1
1,395,-0.384265432791958,0.00128977524489152,0.0415667527858826,1
1,396,-0.34711987884189,0.00121257501492754,0.0283510201432588,1
1,397,-0.149352185807443,0.0011196323940413,0.0404648840514092,1
1,398,-0.240438987585466,0.000832223646827163,0.0395520350366367,1
1,399,-0.304715694936706,0.000899149993772118,0.0409815638045251,1
1,400,-0.134173733277737,0.000517679719816347,0.0463565952774009,1
1,401,-0.222193440408378,0.000607129880068649,0.0433984931860312,1
1,402,-0.174417806785579,0.000670661828518246,0.0511591832488284,1
1,403,-0.315172254018489,0.00100175494146913,0.0764855498742525,1
1,404,-0.177555168866682,0.00115987603042627,0.0532251100416396,1
1,405,-0.229861120485898,0.000737463801820593,0.0346859399839566,1
1,406,-0.345657382670481,0.000733458860286274,0.0296457449771078,1
1,407,-0.419565689702623,0.0012422232592396,0.0519464590086246,1
1,408,-0.489847060116745,0.00106996418474026,0.0314210223507452,1
1,409,-0.34463619327265,0.000616638137056739,0.0537868220526868,1
1,410,-0.314680220400816,0.00114477020588599,0.037681808149213,1
1,411,-0.201158124626866,0.0010590876601039,0.036026315302807,1
1,412,-0.336155261009916,0.00135633785919388,0.0173670497052791,1
1,413,-0.169394220392636,0.000822300606988605,0.0322972774170938,1
1,414,-0.274998110624281,0.00114134547920286,0.145185387359229,1
1,415,-0.201077232603124,0.0012491113764681,0.018669566701142,1
1,416,-0.341003384623943,0.000828830043246241,0.0366450589829669,1
1,417,-0.166470546298236,0.000786738725836511,0.0349132216833062,1
1,418,-0.379560463173699,0.000562674724661495,0.0265715832574277,1
1,419,-0.676946207324517,0.00120623414279697,0.0248913149633482,1
1,420,-0.179845883210109,0.000930167811784183,0.0387359248697044,1
1,421,-0.313897317946709,0.000672114102861268,0.029088761568848,1
1,422,-0.263509333618414,0.00103041272305482,0.0490849073812529,1
1,423,-0.308458114278458,0.000876364288885189,0.0179881097139766,1
