rep,id,beta0,gamma0,delta0,eta_beta0,eta_gamma0,eta_delta0
1,119,-0.0848524968829534,-6.97303973491011,-2.80330301241615,0.220449804841472,0.0636199205426511,0.467883090801135
1,120,-0.396182397857879,-6.85102695584568,-3.21812192213741,-0.0908800961334533,0.185632699607075,0.0530641810798804
1,121,-0.23817553781818,-6.94908836857759,-3.30373293392556,0.0671267639062458,0.0875712868751704,-0.0325468307082706
1,122,-0.386308554280676,-6.63412668763434,-2.79318271397189,-0.0810062525562504,0.402532967818421,0.478003389245397
1,123,-0.319314355939444,-7.21973702911438,-3.37225064116378,-0.0140120542150188,-0.183077373661622,-0.10106453794649
1,124,-0.354017416977179,-6.70335713485673,-3.91947240516007,-0.0487151152527538,0.333302520596026,-0.648286301942784
1,125,-0.445186029199107,-7.2833928402541,-3.82860363572398,-0.139883727474681,-0.246733184801347,-0.557417532506695
1,126,-0.291008101250973,-7.3056536817731,-2.71711662342638,0.0142942004734524,-0.26899402632034,0.554069479790908
1,127,-0.164106093357704,-6.6239952199637,-3.74566069880224,0.141196208366722,0.412664435489054,-0.47447459558495
1,128,-0.0745456675237424,-6.96119520478924,-3.1351356951305,0.230756634200683,0.0754644506635191,0.136050408086788
1,129,-0.236687870445976,-7.03586331208141,-3.85175291419227,0.0686144312784499,0.000796343371347596,-0.580566810974981
1,130,-0.191735322155512,-6.90611786036736,-3.68921543958895,0.113566979568913,0.130541795085398,-0.418029336371664
1,131,-0.322960953680293,-6.98307635686444,-3.07666134642858,-0.017658651955868,0.0535832985883182,0.194524756788705
1,132,-0.348171813234078,-7.02970900808895,-3.30236349819284,-0.042869511509653,0.00695064736380946,-0.0311773949755563
1,133,-0.223220011311325,-7.09962285479777,-4.00724125900969,0.0820822904131008,-0.0629631993450142,-0.736055155792397
1,134,-0.353554094313617,-7.06055704874284,-3.72830954731082,-0.0482517925891921,-0.023897393290083,-0.457123444093533
1,135,-0.500872931157434,-6.64529750523481,-3.61167769257621,-0.195570629433008,0.391362150217951,-0.340491589358923
1,136,-0.240826366783052,-7.18521943630597,-3.22883465299619,0.0644759349413733,-0.148559780853208,0.0423514502211022
1,137,-0.341748083019489,-6.78969538606426,-3.81283907831414,-0.0364457812950633,0.246964269388502,-0.541652975096847
1,138,-0.357036992629778,-7.19228943802772,-3.54301357314128,-0.0517346909053524,-0.155629782574959,-0.271827469923987
1,139,-0.202735671372243,-7.07494252204548,-3.4265248768576,0.102566630352182,-0.0382828665927182,-0.155338773640311
1,140,-0.30658844050364,-6.83643845283879,-3.25133839622474,-0.00128613877921419,0.200221202613966,0.0198477069925476
1,141,-0.478911229654003,-6.98565695383625,-3.04238001046196,-0.173608927929578,0.0510027016165093,0.228806092755325
1,142,-0.319284394384694,-7.1084074707137,-4.04209417973442,-0.0139820926602685,-0.0717478152609434,-0.770908076517132
1,143,-0.320390694695731,-6.91753233220579,-3.09799996278798,-0.0150883929713061,0.119127323246967,0.173186140429312
1,144,-0.40025801943729,-6.97949714608517,-2.64447560190154,-0.094955717712865,0.0571625093675863,0.626710501315748
1,145,-0.253962656150633,-6.92056169606731,-3.28658213332106,0.0513396455737928,0.11609795938545,-0.0153960301037732
1,146,-0.237949647026062,-7.39690378886993,-3.63642037217112,0.0673526546983629,-0.360244133417171,-0.36523426895383
1,147,-0.269150158774429,-7.00176786484739,-3.776994884429,0.0361521429499963,0.0348917906053652,-0.505808781211716
1,148,-0.314625319389889,-7.46470737733246,-3.91944816891012,-0.00932301766546401,-0.428047721879707,-0.648262065692831
1,149,-0.448021051830059,-6.91570860370143,-3.04523757586654,-0.142718750105633,0.120951051751329,0.225948527350753
1,150,-0.102693187450426,-7.15136668139892,-3.32000391239026,0.202609114273999,-0.114707025946165,-0.0488178091729705
1,151,-0.200184440826094,-7.45110247034332,-3.58348710260444,0.105117860898332,-0.414442814890563,-0.312300999387149
1,152,-0.391539820691012,-6.93517611434927,-2.90755148113412,-0.0862375189665863,0.101483541103492,0.36363462208317
1,153,-0.490693098794319,-7.10078987053947,-3.11690154105364,-0.185390797069894,-0.064130215086708,0.154284562163647
1,154,-0.374194968814308,-7.16267931158514,-3.32577405036601,-0.0688926670898823,-0.126019656132381,-0.0545879471487165
1,155,-0.482700981686485,-7.07505308151467,-2.4559692481289,-0.17739867996206,-0.0383934260619148,0.815216855088385
1,156,-0.387062923656963,-6.85861586925522,-3.14919104586637,-0.0817606219325374,0.178043786197533,0.121995057350921
1,157,-0.260034602515401,-7.08907567242546,-3.75729811813149,0.0452676992090241,-0.052416016972705,-0.486112014914198
1,158,-0.215191091570878,-7.04164387167364,-3.04499269489494,0.0901112101535477,-0.00498421622088596,0.226193408322352
1,159,-0.405243141311503,-6.64713784268018,-3.33177181087178,-0.099940839587078,0.389521812772574,-0.0605857076544924
1,160,-0.3732731553295,-7.34890122813111,-3.3356872661696,-0.0679708536050742,-0.312241572678354,-0.0645011629523071
1,161,-0.433788681806289,-6.82306399841637,-2.40959678775908,-0.128486380081864,0.213595657036387,0.861589315458212
1,162,-0.330987297430905,-7.02924917740581,-3.63001357679101,-0.0256849957064796,0.00741047804694261,-0.358827473573724
1,163,-0.0739835885695676,-7.17736198748188,-3.54298152655201,0.231318713154858,-0.140702332029122,-0.271795423334722
1,164,-0.392980149995402,-7.16131717351887,-3.8990639878286,-0.087677848270977,-0.124657518066108,-0.627877884611311
1,165,-0.370409399956733,-6.84555665263968,-2.80898103950673,-0.0651070982323075,0.191103002813077,0.462205063710558
1,166,-0.430490150729328,-7.45011068726414,-3.05193764431068,-0.125187849004903,-0.413451031811384,0.219248458906613
1,167,-0.280701721078289,-7.29403926104908,-3.19531448488618,0.0246005806461367,-0.257379605596318,0.075871618331111
1,168,-0.359103114028322,-7.09797935589841,-3.27115730719333,-0.0538008123038964,-0.0613197004456492,2.87960239568896e-5
1,169,-0.299451836687561,-6.82426041057118,-3.73442004301924,0.00585046503686459,0.212399244881577,-0.463233939801951
1,170,-0.295190370432553,-7.08610445516867,-3.23237971306196,0.010111931291872,-0.049444799715908,0.0388063901553282
1,171,-0.625447595853434,-7.57650046076993,-2.52882521756135,-0.320145294129009,-0.539840805317168,0.742360885655938
1,172,-0.192289109042722,-7.00386008900142,-3.79113774781505,0.113013192681704,0.0327995664513399,-0.519951644597758
1,173,-0.100697026420411,-7.05836851551724,-3.04557871625314,0.204605275304014,-0.0217088600644866,0.225607386964151
1,174,-0.276871584311213,-7.02965891207279,-3.99590794078316,0.0284307174132121,0.0070007433799697,-0.724721837565873
1,175,-0.186800542126964,-6.9006580136104,-3.51702624230427,0.118501759597461,0.136001641842355,-0.245840139086982
1,176,-0.301738617409777,-7.23365110032302,-3.79679096404906,0.00356368431464849,-0.196991444870267,-0.525604860831771
1,177,-0.445298717809393,-7.10323458404055,-2.94890594546982,-0.139996416084968,-0.0665749285877917,0.322280157747467
1,178,-0.1990239097097,-6.95159739825177,-2.30194142608017,0.106278392014725,0.0850622572009847,0.969244677137115
1,179,-0.179852819882648,-6.86906932127031,-3.48143823962835,0.125449481841777,0.167590334182449,-0.210252136411063
1,180,-0.234196085254334,-7.12304027461598,-2.97642657404601,0.0711062164700918,-0.0863806191632221,0.294759529171275
1,181,-0.622317970795515,-6.8262057057611,-3.01475688838884,-0.31701566907109,0.210453949691654,0.256429214828452
1,182,-0.412134632660738,-6.91187122787548,-3.4355503930194,-0.106832330936313,0.12478842757728,-0.164364289802115
1,183,-0.291863659040474,-7.00650101186228,-2.48252208463662,0.0134386426839515,0.0301586435904788,0.788664018580668
1,184,-0.284458156026126,-6.89749559324466,-3.24387908422254,0.0208441456982995,0.139164062208099,0.0273070189947489
1,185,-0.229464987426784,-7.17084586982578,-4.21062185336449,0.0758373142976413,-0.134186214373019,-0.939435750147199
1,186,-0.432883524450675,-7.00741484692371,-3.81850328362548,-0.12758122272625,0.0292448085290449,-0.547317180408191
1,187,-0.321232835194968,-7.12578437785123,-2.73634101819426,-0.015930533470543,-0.0891247223984726,0.534845085023024
1,188,-0.497967908349551,-6.88760146451575,-3.00639382223294,-0.192665606625126,0.149058190937008,0.264792280984344
1,189,-0.275236145031781,-7.54332206218951,-3.09295124135902,0.030066156692644,-0.506662406736751,0.178234861858273
1,190,-0.242683705698881,-7.01771068688903,-3.27206444555826,0.062618596025544,0.0189489685637314,-0.00087834234096773
1,191,-0.319196924558652,-7.35232001826815,-4.0077054291497,-0.0138946228342264,-0.315660362815392,-0.736519325932407
1,192,-0.431686227372641,-6.91308512026969,-2.85710185943466,-0.126383925648216,0.123574535183068,0.414084243782626
1,193,-0.378501329603231,-7.05261003050173,-4.42197053185322,-0.0731990278788059,-0.0159503750489689,-1.15078442863593
1,194,-0.531948556773723,-7.38104694740626,-2.58722126517655,-0.226646255049298,-0.344387291953499,0.683964838040735
1,195,-0.0828216221317985,-7.21894139877208,-3.53252802781577,0.222480679592627,-0.182281743319324,-0.261341924598484
1,196,-0.372213540597555,-7.02056044512986,-2.7876937020307,-0.0669112388731298,0.0160992103228983,0.483492401186585
1,197,-0.231345780573412,-6.77376518708479,-2.77894455077896,0.0739565211510129,0.26289446836797,0.492241552438325
1,198,-0.403486589602091,-7.06540412684441,-2.74408961205065,-0.0981842878776658,-0.0287444713916543,0.527096491166634
1,199,-0.523354313966465,-6.77124959492625,-3.30394480746243,-0.21805201224204,0.265410060526507,-0.0327587042451452
1,200,-0.184209506050879,-6.82475960151577,-3.02194701296624,0.121092795673546,0.211900053936986,0.249239090251051
1,201,-0.198217888493261,-7.05117151261417,-2.88179356985377,0.107084413231164,-0.0145118571614145,0.389392533363521
1,202,-0.377704754577339,-6.91909397576499,-2.94417715678562,-0.0724024528529133,0.117565679687765,0.327008946431668
1,203,-0.0943721103526177,-6.98346813285857,-3.25615817213106,0.210930191371808,0.0531915225941884,0.0150279310862325
1,204,-0.496372220763622,-7.02154502519117,-3.21223269955713,-0.191069919039196,0.0151146302615839,0.0589534036601567
1,205,-0.268868567498403,-7.01520359547302,-3.16388860945302,0.0364337342260222,0.0214560599797347,0.107297493764272
1,206,-0.374459220798879,-7.18007047270554,-2.95475691511218,-0.0691569190744539,-0.143410817252782,0.316429188105109
1,207,-0.40078530332662,-7.46286102881885,-3.55328072235698,-0.0954830016021943,-0.426201373366095,-0.282094619139693
1,208,-0.392479686708381,-6.83292318413088,-3.55621863526249,-0.0871773849839554,0.203736471321882,-0.285032532045197
1,209,-0.199221507246865,-7.15634747067932,-3.63091911647544,0.10608079447756,-0.119687815226563,-0.359733013258151
1,210,-0.489702039256781,-7.01113870731552,-3.59604731607402,-0.184399737532356,0.0255209481372365,-0.324861212856729
1,211,-0.449481853926539,-7.12845221805453,-2.88703195885873,-0.144179552202113,-0.0917925626017713,0.384154144358554
1,212,-0.239450274439683,-7.49867857520374,-3.73309271873682,0.0658520272847425,-0.462018919750983,-0.461906615519533
1,213,-0.268416790285142,-7.68558013179277,-2.79833236063548,0.0368855114392838,-0.648920476340012,0.472853742581812
1,214,-0.267262568452058,-7.26493132534641,-3.02618246192132,0.0380397332723669,-0.228271669893649,0.245003641295967
1,215,-0.593692290882864,-7.06332701796798,-4.81007711661331,-0.288389989158439,-0.0266673625152221,-1.53889101339602
1,216,-0.367751567011854,-6.80596718631134,-3.00232812299107,-0.0624492652874286,0.230692469141416,0.268857980226218
1,217,-0.155826694454276,-7.31039160847276,-3.24216269550054,0.149475607270149,-0.273731953020008,0.0290234077167519
1,218,-0.146659579233867,-6.68592141018954,-3.30643223294764,0.158642722490559,0.350738245263222,-0.0352461297303477
1,219,-0.271489111636341,-7.5072312499022,-3.03856103990684,0.0338131900880846,-0.47057159444944,0.232625063310449
1,220,-0.0931244426336855,-7.04153849811496,-3.08325576754168,0.21217785909074,-0.00487884266219929,0.187930335675607
1,221,-0.380046425713238,-6.87640437293223,-3.68074991327268,-0.074744123988813,0.160255282520526,-0.409563810055395
1,222,-0.223210889059078,-6.83692030984127,-3.7497173378781,0.0820914126653469,0.199739345611486,-0.478531234660809
1,223,0.00822746659139918,-6.78971861280801,-3.75209263984128,0.313529768315825,0.246941042644749,-0.480906536623995
1,224,-0.421607867641887,-6.86166463493214,-3.17392481824238,-0.116305565917462,0.174995020520618,0.0972612849749046
1,225,-0.19101907104103,-7.17231786434926,-2.35734381959989,0.114283230683396,-0.135658208896507,0.9138422836174
1,226,-0.258420715773492,-7.09163422384762,-2.50632137621633,0.0468815859509333,-0.0549745683948633,0.764864727000955
1,227,-0.248149652651885,-6.86380586408648,-2.27866978587403,0.0571526490725405,0.172853791366273,0.992516317343262
1,228,-0.452952710579353,-6.75845438604547,-3.0416470104364,-0.147650408854928,0.278205269407292,0.229539092780887
1,229,-0.347836133512932,-7.17138771915404,-4.03093562901754,-0.0425338317885064,-0.134728063701278,-0.759749525800253
1,230,-0.40537193992628,-7.35899074728059,-3.01994174004018,-0.100069638201855,-0.322331091827831,0.251244363177113
1,231,-0.333456869436601,-7.23829293406995,-2.91329155235858,-0.0281545677121757,-0.201633278617192,0.357894550858708
1,232,-0.344126148717746,-7.26893337954027,-3.5737799440734,-0.038823846993321,-0.232273724087509,-0.302593840856114
1,233,0.032113713787753,-7.17232145772876,-3.62098828034252,0.337416015512178,-0.135661802275998,-0.349802177125233
1,234,-0.290694501441667,-7.35959648845321,-3.32822324071669,0.0146078002827584,-0.322936833000457,-0.0570371374994063
1,235,-0.336796064739584,-7.03134033121945,-3.59632375288578,-0.0314937630151584,0.00531932423330428,-0.325137649668487
1,236,-0.223547871860534,-7.47609454148653,-3.9907931427403,0.0817544298638913,-0.439434886033771,-0.719607039523012
1,237,-0.494267517393524,-6.97723516258642,-3.91803949899762,-0.188965215669099,0.059424492866337,-0.646853395780329
1,238,-0.216731067683452,-7.05555202817179,-3.09222142745469,0.088571234040973,-0.0188923727190344,0.178964675762597
1,239,-0.332243465471565,-7.10945986305997,-2.61318709886608,-0.02694116374714,-0.0728002076072078,0.657999004351211
1,240,-0.294328197605726,-6.84688269900428,-2.9249088979522,0.0109741041186995,0.18977695644848,0.346277205265087
