rep,id,eta_beta0,eta_gamma0,eta_delta0,group
1,94,-0.267932104217136,-0.0104239455242057,0.012693215636835,1
1,95,-0.0233535272294623,0.310885970814103,-0.514567148477491,1
1,96,-0.155565640918291,-0.0276111380971804,-0.269083785325069,1
1,97,0.0679348979606226,0.063997543113076,-0.308151900175422,1
1,98,0.0384179764376735,-0.179651414550839,-0.527010327632825,1
1,99,-0.245041233608433,0.269985477476004,-0.0877966247803043,1
1,100,0.0219559766317277,-0.306612395519756,-0.552152298970607,1
1,101,0.217068205859778,0.302375559402773,0.500271538233986,1
1,102,-0.0637155229570317,-0.273599318096934,0.199759991635695,1
1,103,0.0680367661814404,0.00374545212646937,0.0224916754647297,1
1,104,0.00371661345916341,-0.0376531728371934,0.102365668431417,1
1,105,-0.0688371761968881,0.154735156906251,0.453208143647259,1
1,106,0.0560324378180918,0.332786965629829,0.465502287096306,1
1,107,-0.00634745507414208,-0.12392553340172,0.963358851903009,1
1,108,-0.238441362082027,-0.522688805501365,0.489233258990315,1
1,109,-0.0214934940924978,-0.468917489600946,-0.287954516848101,1
1,110,-0.0246740020302445,0.045246190876366,0.197372175036639,1
1,111,-0.222040020676832,-0.0673978505154687,-0.137030417828178,1
1,112,-0.0378843482090693,-0.173064229717664,0.465386128864242,1
1,113,0.127754723870307,0.00604190309370889,-0.530343556225138,1
1,114,-0.245316017075693,-0.351934017220674,0.351512860963013,1
1,115,0.107571150626407,-0.113177352821455,-0.269013350795342,1
1,116,0.037797436763335,-0.194682021127099,-0.293551245210549,1
1,117,-0.0350782895210174,-0.218078147140998,0.477735371948119,1
1,118,-0.140351526125879,-0.348074238794833,-0.381018195769069,1
1,119,0.21988980586529,-0.242838729242542,-0.0436495327879566,1
1,120,-0.0713040423654553,0.116151285190281,-0.414398708322291,1
1,121,0.00669838001971798,0.0462701572997012,-0.326446107137835,1
1,122,0.101263337623062,0.270682251884606,0.0204791825391329,1
1,123,0.102423771615701,-0.53846160616888,0.475391096926773,1
1,124,-0.380268667057707,-0.124075299484789,0.169414982889849,1
1,125,0.0717315855466123,0.00590136710118097,0.254552790207427,1
1,126,0.0907363112585125,0.0937326746136099,0.1135805254342,1
1,127,0.0349604758715296,-0.0763266780790647,0.444966950022462,1
1,128,-0.0519719438255327,-0.377547484148791,0.158089638924243,1
1,129,-0.0610838257890637,-0.0670712488771361,-0.250220114008706,1
1,130,-0.0241837883937178,0.315068547814584,-0.882011811955863,1
1,131,0.136557211827977,0.0494898474418495,0.466385042859372,1
1,132,0.0773490099324297,-0.115898536645725,0.562396201017952,1
1,133,0.19738887075763,-0.115985802919505,0.346464170261225,1
1,134,-0.0121865523107532,0.0755323069615894,-0.235125244711227,1
1,135,-0.150631609295084,0.409672164592893,0.084332942200526,1
1,136,-0.0224135331136273,0.200581334545136,1.06157144985948,1
1,137,-0.120512712800952,-0.0827723093836395,0.39013650948111,1
1,138,-0.147756660439247,-0.0897252571350439,-0.0697763674931098,1
1,139,0.227707856501563,0.185847553279089,-0.0210803763027656,1
1,140,-0.121232987722961,-0.24828297136194,-0.288099543384407,1
1,141,0.00535870915209896,-0.131019751702477,0.18003060303555,1
1,142,-0.0622440853997454,-0.362430232171293,0.449129875988098,1
1,143,0.241123757352808,-0.10845842581697,1.49511392842152,1
1,144,0.00385073125071771,0.289806355678384,0.0540467872414782,1
1,145,-0.0554188357107554,0.21749142784521,0.411974032341884,1
1,146,-0.181788976282604,-0.0458929587238021,0.804291879375565,1
1,147,-0.192164861358866,0.073599681338754,0.361076104611798,1
1,148,-0.0805914067784724,0.373873162236289,0.835088756205403,1
1,149,-0.015153858221425,-0.0806924063577675,-0.0990992583846209,1
1,150,-0.0180078885360595,-0.0879085830770854,-0.488636453749283,1
1,151,-0.144828637653532,0.101732471059981,-1.16481108032131,1
1,152,0.0983510738488698,0.0376016911514371,0.473272690279577,1
1,153,0.0823875691889158,0.203955136038716,0.758038989669252,1
1,154,0.182837391534973,-0.259548230194761,0.525639210178461,1
1,155,0.0725916400227194,-0.00435428639606745,-0.21688494044973,1
1,156,-0.0661237432201738,0.0351659051643556,-0.268325630870384,1
1,157,-0.211402327871191,-0.231473148918319,-0.0571458990568582,1
1,158,-0.269582658009217,-0.0945540791064951,-0.10080561170238,1
1,159,0.27468716315245,0.280272997888083,-0.377508474823712,1
1,160,0.285412173302114,-0.231866169145809,-0.114274799662889,1
1,161,-0.0630640587899811,-0.0161400196191872,-0.753683153444625,1
1,162,-0.046679350081828,-0.16084710492386,-0.929098734169658,1
1,163,-0.0684995706274074,0.113536705195075,-0.950402487968461,1
1,164,0.204923974218847,-0.0194455868898192,-0.32687096905509,1
1,165,0.173044771964106,-0.137895426254128,0.445268844383975,1
1,166,0.131652808007686,0.193198866830966,-0.51356198626663,1
1,167,-0.101539172682964,0.0491528571645434,-0.719019293117176,1
1,168,-0.169202772434534,-0.0179924797484043,0.416872337748839,1
1,169,-0.0685033904418098,0.259623848087024,-0.161845745182575,1
1,170,-0.0859752249937287,0.311424564879869,-0.461174700602734,1
1,171,-0.0615074020058941,-0.262190019638179,0.273479672796921,1
1,172,0.213371270610908,0.184184652498703,0.0932887213763257,1
1,173,-0.109834428656664,-0.0124985775395414,-0.536573894554149,1
1,174,0.315144882541502,0.443874490296598,-0.119485478561896,1
1,175,0.214783411169278,-0.049909288176535,0.137033493573832,1
1,176,-0.290374370478064,0.108221385466346,0.0676316371680709,1
1,177,-0.137758513437897,-0.213328921343405,0.135435727834701,1
1,178,0.0985422530800837,-0.348312942821056,-0.521725634068685,1
1,179,0.0165093353726646,0.0135869744754384,-0.379666522335649,1
1,180,-0.0753726365398874,-0.337573984814624,-0.330882454267097,1
1,181,-0.157992492551614,-0.314958318535226,-0.666999729655114,1
1,182,-0.245848394534137,0.0164498475499029,-0.155213368135056,1
1,183,-0.010131311623821,-0.159028365350107,0.320036227167056,1
1,184,0.0207062477377958,-0.23258996081823,-0.226290592812283,1
1,185,-0.111530526104719,-0.0484119268534321,0.613726677940722,1
1,186,-0.131127402413832,-0.15426230175067,-0.193966863242476,1
1,187,-0.173043188722326,0.102137471155252,-0.918927721830059,1
1,188,-0.103113656327704,-0.0492312014250481,-0.260469956297726,1
1,189,0.130703057737699,0.190759663830785,-0.105687462214996,1
1,190,0.0704868723241023,0.138336010361142,-0.216681294535323,1
1,191,-0.000130253408798464,0.0652753059101139,-0.588316914650107,1
1,192,-0.168217396407139,-0.100521704737589,-0.267893860899211,1
1,193,-0.228502812429619,0.03213872600527,-0.682323537416834,1
1,194,-0.150912337592455,0.426008469599133,-0.782545886336997,1
1,195,-0.101468640677266,-0.0244382471233632,-0.841263078481249,1
1,196,0.0452151087641559,-0.158213588199482,0.17370441569303,1
1,197,-0.00338722823951283,0.160788397623068,-0.309040930265177,1
1,198,-0.197417166384674,0.588663303695704,-0.0896600241741799,1
1,199,0.130215261923292,0.321398228296132,0.48362987219823,1
1,200,0.293718641892794,-0.16789460655356,-0.549064030540433,1
1,201,-0.0833430463465576,0.129510210308537,-0.0649197340599174,1
1,202,0.0444745689380914,0.252553342156474,0.640394558898476,1
1,203,0.0703674696669022,0.206151578503319,-0.78116563387356,1
1,204,0.0930030480982649,0.184385981755365,-0.751532207555896,1
1,205,0.119598312024238,-0.382184529989694,-0.6262442527821,1
1,206,0.0557252132161156,-0.0822431737765964,0.0183277669870217,1
1,207,-0.391594027658915,0.366852866644496,-0.407114562695358,1
1,208,-0.0663573260387213,0.0671022850156267,0.0411890291957646,1
1,209,-0.0933180361121197,-0.504268946449136,0.0280081790301523,1
1,210,0.133618603322933,0.168284816707288,-0.160951504074242,1
1,211,-0.16709393074456,-0.279626110604659,0.245128601654192,1
1,212,-0.0817687491871864,-0.232262760981059,-0.184846012366116,1
1,213,-0.129525627723409,-0.323285876884562,-0.0303365402097068,1
1,214,-0.0884232523087342,-0.245042223233691,-0.134496020451551,1
1,215,-0.163892945818986,0.27159997040344,0.0316063547688422,1
1,216,0.198156867445233,0.0281287953477523,0.442175903436656,1
1,217,-0.00577098361911244,0.37100680287965,-0.608631938117968,1
1,218,-0.0596365691601548,0.0474274514751722,-0.319904263768992,1
1,219,-0.13652184579609,0.130843368523217,-0.0673705187138652,1
1,220,-0.0996289671346983,0.146627304626886,-0.330630695999397,1
1,221,0.190793994014275,0.209115936056346,-1.04535468868582,1
1,222,-0.195705145458699,0.0732206893155359,0.316190349298097,1
1,223,-0.178531114693067,0.378527601804876,0.0569412142321777,1
1,224,-0.0820714201288804,-0.163130967373329,-0.116692965341185,1
1,225,-0.0221076716590473,-0.0991630439507668,0.632624243535177,1
1,226,0.0285921534898948,-0.353694174274974,0.216490605121142,1
1,227,-0.0786882582731362,-0.0670914693162942,0.681220872905664,1
1,228,-0.00643794588659558,0.0920265207751055,0.0411304776871535,1
1,229,-0.157875723089653,0.128004690185982,-0.433615313080239,1
1,230,-0.253883374262998,-0.0602773249539535,-1.3964383971772,1
1,231,-0.0542889927711778,0.314278738595422,-0.504383386968135,1
1,232,0.284504946978139,-0.217945162729538,-0.8329762260429,1
1,233,-0.0204831035898642,0.525753402310935,-0.148309243438944,1
1,234,0.0178091458382292,0.0063174394985841,-0.0863143047934441,1
1,235,-0.0686255689313779,0.295360621361401,-0.066642788370608,1
1,236,-0.189221718571586,-0.273212773295326,0.289805990519058,1
1,237,0.0240967247766985,0.315244435461197,0.63670097040622,1
1,238,-0.180987651512773,-0.0645213954309942,-0.839133211880263,1
1,239,0.0999442859925059,0.0308428920716847,-0.0682833221291405,1
1,240,0.386878886157525,-0.376262379242875,0.946455159836045,1
1,241,0.0243159620569735,-0.0192554988076419,0.0129320170092369,1
1,242,-0.12458086379065,0.0705591803949241,0.0276636597197709,1
1,243,0.0621199305908626,0.263902054889352,-0.288098444789203,1
1,244,-0.0896923611274099,0.0362944079386434,1.39898515471178,1
1,245,-0.15649443177106,0.0498124339345417,0.0224394546701318,1
1,246,0.00332875228791395,-0.151537425182728,-0.155467031781756,1
1,247,-0.0928405421983657,0.230366302221499,-0.0345179820521129,1
1,248,0.00682398543984614,-0.296190374382872,0.190554437079703,1
1,249,-0.0875900608343427,0.0325783228391488,-0.415265883323618,1
1,250,0.127275598479242,-0.162190192490233,-0.087377196955442,1
1,251,-0.0327761947805839,-0.0510594944929574,0.443422608982061,1
1,252,-0.0915752804661729,0.201913403134524,0.429490256163373,1
1,253,0.112200426507045,-0.21295906813304,-0.354683218734533,1
1,254,-0.0877845135595584,-0.244360169891189,0.475504527602138,1
1,255,0.139242305963729,-0.242564777112709,0.685885370244697,1
1,256,0.105029629360563,-0.078611404011794,0.113528876199694,1
1,257,0.135916181297998,-0.281716467276786,0.200956472006084,1
1,258,-0.130490127486154,-0.154191767927904,-0.398084121736881,1
1,259,0.024423715785952,-0.0223748860604933,-0.175328165654208,1
1,260,0.134991749686795,0.192842227843274,-0.0460773648765159,1
1,261,0.119831578063018,0.157316121190761,-0.411125236787181,1
1,262,-0.179211417196361,0.387386928573939,1.18848094613709,1
1,263,-0.124931071520637,-0.201792086595797,0.416336276132532,1
1,264,0.0429868599839351,0.166744389672119,-0.310229572270779,1
1,265,0.0787267835920371,0.207885665849159,0.729698890559254,1
1,266,-0.0988214649349583,0.0531939300659563,-0.463986594002718,1
1,267,-0.0236415976279514,0.0203257615655298,-0.928488261850893,1
1,268,-0.246348574428747,0.0609688303285986,-0.291255536374691,1
1,269,0.0303673035987871,-0.309709572652997,0.327326041241807,1
1,270,-0.0563112144914392,0.050731703758597,-0.709098040768573,1
1,271,-0.0606940550031517,0.247296586005924,-0.216865105312451,1
1,272,-0.0754776920687048,-0.192707945182812,0.171443677160289,1
1,273,0.0497374538749818,0.249665431397737,0.38372905041813,1
1,274,0.26722448135678,0.0818671286039419,1.06726136499609,1
1,275,0.295524231090017,0.0302498035509639,0.0403629825978985,1
1,276,0.155746505110873,-0.0636787979370687,-0.307030841679402,1
1,277,0.106504556621875,0.0324882230686834,0.135402394290349,1
1,278,0.00869354920340613,0.0133946911913227,-0.315713107515213,1
1,279,0.105861219389931,0.281818359073601,0.479112514006481,1
1,280,0.0314811411536119,-0.267619550174435,-0.863737339776361,1
1,281,0.18544401877776,0.24225141514019,-0.412309505641631,1
1,282,-0.178103426372547,-0.0917627726372077,-0.222388465094377,1
1,283,0.0484701936389087,0.0452904730837424,-0.258920013510987,1
1,284,-0.192958829442803,-0.0841383772998285,-1.04138473041323,1
1,285,0.216052020267237,-0.229053211096126,-0.402338551410735,1
1,286,-0.198426864449639,0.0998800254127083,-0.4528890735941,1
1,287,0.0387567298757521,-0.0959485691548812,0.00715125681579707,1
1,288,0.0828219140835113,-0.220753566660618,-0.445054652042696,1
1,289,-0.227740867003723,0.000978074049839406,-0.484685915067438,1
1,290,-0.0616453573991486,0.0302921505274007,-0.168591532813695,1
1,291,0.0247310728100686,-0.122580973243036,-1.30561574136692,1
1,292,-0.0508362106432457,-0.0407532779569858,-0.103195417299111,1
1,293,0.0779996075515094,-0.159329616097481,-0.220005252792669,1
1,294,-0.263327212865421,-0.198421351686062,0.0595090426537844,1
1,295,-0.0963806415407998,0.0586921757589997,0.600253304480875,1
1,296,0.246379014453248,-0.150203657590694,-0.251101607827689,1
1,297,-0.00672099115873285,0.0369777681869896,-0.440483866409444,1
1,298,-0.136899099544133,0.0421226367378959,0.0923503740259575,1
1,299,-0.170271886910129,0.0875826374215074,-0.393949342974577,1
1,300,-0.0173977144041627,-0.352956126586533,-0.318113730741578,1
1,301,0.0859639863515618,0.0144683592079116,-0.406671941714203,1
1,302,-0.378830795632439,-0.000616426879515283,0.127987873540061,1
1,303,0.127767496447251,-0.170803221782426,0.684941509099394,1
1,304,-0.149177409421609,0.00415215382228445,0.657948539145299,1
1,305,0.267113729636785,0.214635146166234,0.530891369814251,1
1,306,-0.00913632474395706,0.364638104439724,0.750768823163125,1
1,307,-0.0762910060378732,-0.250629702238906,0.034787860385801,1
1,308,-0.140595713349143,0.316452600678002,0.386123058665952,1
1,309,-0.145441200805547,-0.0793735744959777,0.398998202655171,1
1,310,-0.0503326607509543,0.346363522073063,-0.613784470119665,1
1,311,-0.243221280261992,-0.300201800363533,-0.312912824030519,1
1,312,-0.0657630925463875,0.135965458805333,0.662488448618162,1
1,313,-0.0567819316777127,0.0348498453606928,0.060717971598116,1
1,314,0.153705402579435,0.10313202877919,0.989805043983239,1
1,315,0.00410798289220864,0.0544108444304615,-0.320333749257542,1
1,316,-0.00877389619437989,0.180861817373968,0.327298565408262,1
1,317,-0.105207059115464,0.297362845980897,0.662854759710601,1
1,318,0.0683554833380003,-0.185499010163296,-0.199202099944987,1
1,319,-0.223235441566941,-0.329496211971336,-0.535855437234147,1
1,320,-0.106213251864722,0.0490892656478053,-0.0598641745901956,1
1,321,-0.146727471690921,0.252022383752237,-0.244014670763605,1
1,322,0.0853777863019409,-0.0233257247597447,0.513572973702227,1
1,323,-0.0347454659122432,-0.35311230402211,-0.0174405516935183,1
1,324,-0.255657759482935,-0.209293520387688,-0.519811265821477,1
1,325,-0.0194822985026112,-0.335954181951902,0.0922843532926164,1
1,326,0.110624855762034,0.526368457504206,0.00837844820674712,1
1,327,-0.0598148054151504,0.423956411384352,0.38287225194627,1
1,328,-0.197775898204247,0.0322718337346893,-0.819490111250985,1
1,329,-0.0639049877586685,-0.366692152193125,-0.150312748873447,1
1,330,-0.108343118008184,-0.0363196287287818,-0.403953129431956,1
1,331,-0.137795727029491,-0.0303536524382406,0.673255353448692,1
1,332,-0.0102826440103472,-0.409983983981473,-0.774393792913085,1
1,333,0.180877561246765,0.304054157595149,0.237458423700971,1
1,334,0.28209834311184,-0.374182663153597,-0.151218927127355,1
1,335,-0.264174228094504,-0.198554477792191,-0.728189163816951,1
1,336,-0.0655356409823771,-0.015694549802413,0.0496962376530252,1
1,337,0.15466201184977,0.111263485075307,-0.117085044094688,1
1,338,0.124326422890447,0.142953498325982,-0.890524026726216,1
1,339,-0.077930870481982,-0.172306169949016,0.0823708574033246,1
1,340,-0.000854220750659329,0.309928672424705,-0.364306276547191,1
1,341,-0.0948557737071061,0.0237392678405457,0.0785258825244796,1
1,342,-0.0574847313384296,-0.0991519980978212,-0.0400195668001283,1
1,343,-0.0102237006583585,0.301268030830713,-0.579887575976155,1
1,344,0.199772186532368,0.0356984887855343,-0.0258374780167399,1
1,345,0.038087568295472,-0.066885773908626,-0.305119655168877,1
1,346,0.300869103606499,-0.222238121589882,0.481733582550339,1
1,347,0.072736213663543,0.558659036027311,-0.157535635282279,1
1,348,0.151146334339988,-0.147242965097831,0.104632220548126,1
1,349,0.115534964298872,0.237492343975655,-1.00172768084291,1
1,350,0.163554260799988,0.0881827613335907,-0.478395281362463,1
1,351,0.085630577684166,-0.0232473590524561,-0.341910557203063,1
1,352,-0.0982635725970787,0.169644629166617,-0.500736153206439,1
1,353,0.119090886150157,0.0589750737881585,-0.310632245302596,1
1,354,0.119127400764297,0.168981188463904,0.610118879505093,1
1,355,-0.143884926517729,-0.276103669185405,-0.0310018678322857,1
1,356,-0.154858607998048,-0.108847720672042,-0.00891090016367217,1
1,357,0.0313218811873913,0.2014152339458,0.233734716993809,1
1,358,-0.197732717987314,0.246066311313051,0.929826669519147,1
1,359,-0.141785238415631,0.251619664515344,0.449051698717913,1
1,360,0.00772625314524506,-0.573855455192785,-0.926977310700825,1
1,361,-0.139613726674028,0.314323208341811,-0.876364905285395,1
1,362,0.0644122576995212,0.219065001747217,-0.223013861577715,1
1,363,-0.105073394065509,-0.0516318864668344,-0.208507061323991,1
1,364,0.108759296971323,-0.0660840696149838,-0.046753308923108,1
1,365,-0.282504160207407,0.0282750110723087,-0.51912632525522,1
1,366,-0.074445281834008,0.0889191565215311,-0.806995083857678,1
1,367,-0.213614234936174,0.0914095476887079,0.488659924153543,1
1,368,-0.0541311595132588,-0.083644251100703,-0.344071405647875,1
1,369,0.181623689959092,-0.149545475601178,-0.595228152934983,1
1,370,0.172366048655029,-0.0692123953938813,0.203979934408364,1
1,371,0.0660892424459142,0.479984753212809,0.0962012358411658,1
1,372,-0.0331463321696109,-0.355981770232769,0.498603213128047,1
1,373,-0.249153392445216,-0.0658063550895355,-0.349942497107835,1
1,374,-0.0372725836864233,-0.00853326295075903,0.254602491172819,1
1,375,0.0190255488698916,0.0127448569974314,0.216003964656307,1
1,376,-0.0572427227340565,0.0375445840410119,-0.316484265706776,1
1,377,0.0906879338737151,0.0647347764383778,-0.585474808316083,1
1,378,-0.126871403076957,-0.198558865721862,0.000498689926615059,1
1,379,0.126151662113856,-0.0258354346641755,-0.682416885020933,1
1,380,-0.0675208257094031,0.0782021155323055,-0.410270306383281,1
1,381,-0.00426919160583442,-0.0279079055682881,-0.00816344109170051,1
1,382,-0.0234956601449678,0.288577459332608,-0.009527208256504,1
1,383,-0.0224023005871788,0.0284107929910421,0.262939122023131,1
1,384,-0.231562255661649,0.517268026508526,-0.01376779615046,1
1,385,0.302773818501833,-0.227237112923113,-0.568078529250505,1
1,386,0.0268438677906449,-0.0822629756903217,-0.169384772377261,1
1,387,-0.191644418817927,-0.0116877990746177,-0.344057957499753,1
1,388,0.133074228682001,-0.00414697569485867,-0.016605386364675,1
1,389,-0.0820078004802029,-0.51381184130734,0.356793647074354,1
1,390,-0.112098272355085,-0.0838731554154616,0.0148387994367579,1
1,391,-0.130046311067618,-0.255861520261997,-0.646462850394083,1
1,392,0.0790054628181837,0.220196319532297,0.345949819815469,1
1,393,-0.050515644154106,0.187322720065992,-0.0236732158967813,1
1,394,0.0989564875769908,0.0333857136717505,-0.0223811636085867,1
1,395,-0.0789631310675327,0.383372350898342,0.0907314600844687,1
1,396,-0.0418175771174643,0.321650586367857,-0.291906162349294,1
1,397,0.155950115916982,0.241904788295794,0.063865361774269,1
1,398,0.0648633141389589,-0.0547496915295963,0.0410479719072797,1
1,399,0.00058660678771974,0.0225989631732778,0.0765531265063339,1
1,400,0.171128568446688,-0.529494152992086,0.199794399056395,1
1,401,0.0831088613160477,-0.370108163881373,0.133855545522914,1
1,402,0.130884494938847,-0.270585873925014,0.298372836174658,1
1,403,-0.00986995229406329,0.130657779829241,0.700532656692931,1
1,404,0.127747132857743,0.277217505555675,0.33796110249287,1
1,405,0.0754411812385273,-0.175633897779278,-0.0902347587050169,1
1,406,-0.040355080946056,-0.181079393364021,-0.247250568980038,1
1,407,-0.114263387978198,0.345807101669269,0.313644377929367,1
1,408,-0.18454475839232,0.196529552178863,-0.189092005250778,1
1,409,-0.0393338915482248,-0.354568538409794,0.348459318140782,1
1,410,-0.00937791867639026,0.264108299785826,-0.0073917402331568,1
1,411,0.10414417709756,0.186312215966197,-0.0523195237114296,1
1,412,-0.0308529592854906,0.433692693651505,-0.781994459950701,1
1,413,0.135908081331789,-0.0667448723753812,-0.161586239581333,1
1,414,0.0303041911001447,0.261112187850319,1.34144228353966,1
1,415,0.104225069121301,0.351336776150917,-0.709674426775016,1
1,416,-0.0357010828995173,-0.0588357825727389,-0.0352905728108456,1
1,417,0.13883175542619,-0.110954696715421,-0.0837035735061621,1
1,418,-0.074258161449274,-0.446149195045415,-0.356726829607808,1
1,419,-0.371643905600092,0.316407604187476,-0.422050229790571,1
1,420,0.125456418514316,0.0565141101366359,0.020198284881897,1
1,421,-0.00859501622228342,-0.268422780477557,-0.266217276565206,1
1,422,0.0417929681060114,0.15886380044753,0.256982426472546,1
1,423,-0.00315581255403266,-0.00306904312703715,-0.746858207587872,1
1,424,-0.0301946426863826,-0.095134135592152,0.371546499537893,1
1,425,-0.0765297848247712,0.0499211703974806,0.0201936581390799,1
1,426,-0.239931215186771,-0.212101876043256,-0.0266472423262472,1
