id,th1_SAEM,th2_SAEM,th3_SAEM,th4_SAEM,th1_mean,th2_mean,th3_mean,th4_mean,th1_mode,th2_mode,th3_mode,th4_mode,th1_sd,th2_sd,th3_sd,th4_sd
179,14.2366,1.35369,2.57116,-5.04389,13.4034,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.967,0,0,0
180,13.0684,1.35369,2.57116,-5.04389,13.8114,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.98875,0,0,0
181,14.2843,1.35369,2.57116,-5.04389,13.8484,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.76831,0,0,0
182,14.6695,1.35369,2.57116,-5.04389,14.4905,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.67235,0,0,0
183,14.0543,1.35369,2.57116,-5.04389,15.6262,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.68035,0,0,0
184,14.657,1.35369,2.57116,-5.04389,15.0168,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,6.16728,0,0,0
185,13.9403,1.35369,2.57116,-5.04389,14.2117,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.46092,0,0,0
186,13.377,1.35369,2.57116,-5.04389,12.2709,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,3.86023,0,0,0
187,14.4426,1.35369,2.57116,-5.04389,14.677,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.70531,0,0,0
188,14.2252,1.35369,2.57116,-5.04389,14.4391,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,6.31255,0,0,0
189,6.58979,1.35369,2.57116,-5.04389,6.54738,1.35362,2.59439,-5.0826,6.15549,1.35362,2.59439,-5.0826,1.80716,0,0,0
190,15.0202,1.35369,2.57116,-5.04389,15.2777,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.16106,0,0,0
191,13.7612,1.35369,2.57116,-5.04389,14.3973,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.66606,0,0,0
192,13.9666,1.35369,2.57116,-5.04389,15.4914,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.48786,0,0,0
193,13.1844,1.35369,2.57116,-5.04389,13.6442,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.3847,0,0,0
194,5.89715,1.35369,2.57116,-5.04389,6.01932,1.35362,2.59439,-5.0826,5.70106,1.35362,2.59439,-5.0826,1.56802,0,0,0
195,14.223,1.35369,2.57116,-5.04389,13.8921,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.32383,0,0,0
196,13.8697,1.35369,2.57116,-5.04389,14.1022,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.74386,0,0,0
197,14.4861,1.35369,2.57116,-5.04389,14.1374,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.57417,0,0,0
198,13.539,1.35369,2.57116,-5.04389,15.4167,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.77698,0,0,0
199,13.8871,1.35369,2.57116,-5.04389,14.3037,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.85075,0,0,0
200,14.1477,1.35369,2.57116,-5.04389,13.1173,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.48798,0,0,0
201,-2.87399,1.35369,2.57116,-5.04389,-2.38689,1.35362,2.59439,-5.0826,-1.95892,1.35362,2.59439,-5.0826,1.21352,0,0,0
202,13.7956,1.35369,2.57116,-5.04389,13.6602,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,3.90586,0,0,0
203,0.224153,1.35369,2.57116,-5.04389,0.771033,1.35362,2.59439,-5.0826,0.253992,1.35362,2.59439,-5.0826,0.381412,0,0,0
204,5.47898,1.35369,2.57116,-5.04389,5.29619,1.35362,2.59439,-5.0826,5.17061,1.35362,2.59439,-5.0826,0.604713,0,0,0
205,1.00106,1.35369,2.57116,-5.04389,1.25851,1.35362,2.59439,-5.0826,1.09205,1.35362,2.59439,-5.0826,1.31812,0,0,0
206,15.1058,1.35369,2.57116,-5.04389,13.5896,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.8814,0,0,0
207,14.06,1.35369,2.57116,-5.04389,13.8715,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.70502,0,0,0
208,14.5474,1.35369,2.57116,-5.04389,14.0966,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.83322,0,0,0
209,14.0073,1.35369,2.57116,-5.04389,12.9959,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.5351,0,0,0
210,14.6658,1.35369,2.57116,-5.04389,14.214,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.89245,0,0,0
211,13.7793,1.35369,2.57116,-5.04389,14.0822,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.80084,0,0,0
212,14.9043,1.35369,2.57116,-5.04389,13.8754,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.1647,0,0,0
213,14.4037,1.35369,2.57116,-5.04389,13.8227,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.80778,0,0,0
214,14.7572,1.35369,2.57116,-5.04389,13.262,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.49096,0,0,0
215,14.0252,1.35369,2.57116,-5.04389,13.6408,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.54871,0,0,0
216,14.0428,1.35369,2.57116,-5.04389,13.811,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.76488,0,0,0
217,13.2952,1.35369,2.57116,-5.04389,13.8148,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.5986,0,0,0
218,14.4525,1.35369,2.57116,-5.04389,14.6323,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.72436,0,0,0
219,14.2322,1.35369,2.57116,-5.04389,14.1552,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.2938,0,0,0
220,14.2861,1.35369,2.57116,-5.04389,15.1309,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.43704,0,0,0
221,13.2823,1.35369,2.57116,-5.04389,14.2237,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.5438,0,0,0
222,14.6707,1.35369,2.57116,-5.04389,14.4918,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.21924,0,0,0
223,13.8902,1.35369,2.57116,-5.04389,14.1721,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.95464,0,0,0
224,13.5208,1.35369,2.57116,-5.04389,14.081,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.83781,0,0,0
225,14.2767,1.35369,2.57116,-5.04389,14.2053,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.23366,0,0,0
226,14.3651,1.35369,2.57116,-5.04389,14.2814,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.03333,0,0,0
227,14.3199,1.35369,2.57116,-5.04389,14.966,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.42838,0,0,0
228,14.5131,1.35369,2.57116,-5.04389,13.7333,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.72357,0,0,0
229,4.07989,1.35369,2.57116,-5.04389,4.27297,1.35362,2.59439,-5.0826,4.05949,1.35362,2.59439,-5.0826,1.0267,0,0,0
230,13.9951,1.35369,2.57116,-5.04389,14.0532,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.81769,0,0,0
231,14.3016,1.35369,2.57116,-5.04389,14.0395,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,3.86242,0,0,0
232,13.7369,1.35369,2.57116,-5.04389,15.6451,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.61183,0,0,0
233,13.5562,1.35369,2.57116,-5.04389,14.7549,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.7683,0,0,0
234,13.6437,1.35369,2.57116,-5.04389,15.7812,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.46207,0,0,0
235,14.7613,1.35369,2.57116,-5.04389,13.7984,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.1574,0,0,0
236,13.9261,1.35369,2.57116,-5.04389,13.9004,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.33745,0,0,0
237,14.0218,1.35369,2.57116,-5.04389,13.927,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.87859,0,0,0
238,6.68792,1.35369,2.57116,-5.04389,6.32472,1.35362,2.59439,-5.0826,6.15549,1.35362,2.59439,-5.0826,1.25231,0,0,0
239,13.5012,1.35369,2.57116,-5.04389,15.1641,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.93942,0,0,0
240,13.6927,1.35369,2.57116,-5.04389,13.6479,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.30542,0,0,0
241,15.018,1.35369,2.57116,-5.04389,13.7387,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.63425,0,0,0
242,14.0173,1.35369,2.57116,-5.04389,14.0854,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.17288,0,0,0
243,14.8109,1.35369,2.57116,-5.04389,14.3447,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.35428,0,0,0
244,15.0923,1.35369,2.57116,-5.04389,13.0864,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.02206,0,0,0
245,14.1571,1.35369,2.57116,-5.04389,14.9132,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.28648,0,0,0
246,6.00552,1.35369,2.57116,-5.04389,6.82623,1.35362,2.59439,-5.0826,5.70105,1.35362,2.59439,-5.0826,1.72246,0,0,0
247,13.8402,1.35369,2.57116,-5.04389,14.9659,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.52169,0,0,0
248,5.05419,1.35369,2.57116,-5.04389,5.49221,1.35362,2.59439,-5.0826,5.17061,1.35362,2.59439,-5.0826,0.999774,0,0,0
249,14.8697,1.35369,2.57116,-5.04389,13.2478,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.00445,0,0,0
250,14.7151,1.35369,2.57116,-5.04389,12.7082,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.62977,0,0,0
251,13.9619,1.35369,2.57116,-5.04389,14.0969,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.01955,0,0,0
252,1.88878,1.35369,2.57116,-5.04389,1.98005,1.35362,2.59439,-5.0826,1.96697,1.35362,2.59439,-5.0826,0.801171,0,0,0
253,14.2238,1.35369,2.57116,-5.04389,13.8994,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.64348,0,0,0
254,14.2931,1.35369,2.57116,-5.04389,15.1713,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.91639,0,0,0
255,14.7389,1.35369,2.57116,-5.04389,13.1623,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.84034,0,0,0
256,14.7848,1.35369,2.57116,-5.04389,14.8189,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.43346,0,0,0
257,-5.15817,1.35369,2.57116,-5.04389,-5.57045,1.35362,2.59439,-5.0826,-4.3079,1.35362,2.59439,-5.0826,2.47769,0,0,0
258,15.0772,1.35369,2.57116,-5.04389,15.3017,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.88531,0,0,0
259,13.8687,1.35369,2.57116,-5.04389,14.6885,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.2943,0,0,0
260,14.0857,1.35369,2.57116,-5.04389,13.6329,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.58272,0,0,0
261,14.1217,1.35369,2.57116,-5.04389,15.9744,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.64269,0,0,0
262,14.2233,1.35369,2.57116,-5.04389,14.5327,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.40385,0,0,0
263,13.764,1.35369,2.57116,-5.04389,14.862,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.48215,0,0,0
264,14.6193,1.35369,2.57116,-5.04389,14.4583,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.68715,0,0,0
265,14.8836,1.35369,2.57116,-5.04389,13.6952,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.44475,0,0,0
266,14.1804,1.35369,2.57116,-5.04389,14.6936,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,3.99305,0,0,0
267,3.87698,1.35369,2.57116,-5.04389,3.70424,1.35362,2.59439,-5.0826,3.93503,1.35362,2.59439,-5.0826,0.926287,0,0,0
268,-1.21494,1.35369,2.57116,-5.04389,-1.58449,1.35362,2.59439,-5.0826,-0.788714,1.35362,2.59439,-5.0826,1.16103,0,0,0
269,14.2652,1.35369,2.57116,-5.04389,14.3712,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.26117,0,0,0
270,13.0593,1.35369,2.57116,-5.04389,14.2837,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.85852,0,0,0
271,13.4355,1.35369,2.57116,-5.04389,14.3149,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.02197,0,0,0
272,-2.39646,1.35369,2.57116,-5.04389,-2.24243,1.35362,2.59439,-5.0826,-1.95892,1.35362,2.59439,-5.0826,1.67224,0,0,0
273,14.7469,1.35369,2.57116,-5.04389,14.3536,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.78745,0,0,0
274,13.4049,1.35369,2.57116,-5.04389,14.6421,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.18088,0,0,0
275,14.4265,1.35369,2.57116,-5.04389,14.6616,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.8931,0,0,0
276,13.8543,1.35369,2.57116,-5.04389,14.1666,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.23603,0,0,0
277,13.6488,1.35369,2.57116,-5.04389,12.8055,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.77313,0,0,0
278,5.02272,1.35369,2.57116,-5.04389,5.93342,1.35362,2.59439,-5.0826,5.17061,1.35362,2.59439,-5.0826,0.739973,0,0,0
279,3.47101,1.35369,2.57116,-5.04389,3.12343,1.35362,2.59439,-5.0826,3.18404,1.35362,2.59439,-5.0826,1.70714,0,0,0
280,4.61526,1.35369,2.57116,-5.04389,5.02736,1.35362,2.59439,-5.0826,4.66276,1.35362,2.59439,-5.0826,1.28162,0,0,0
281,14.739,1.35369,2.57116,-5.04389,13.9391,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.07433,0,0,0
282,14.3123,1.35369,2.57116,-5.04389,14.3273,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.64669,0,0,0
283,13.9636,1.35369,2.57116,-5.04389,15.0555,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.87918,0,0,0
284,12.9154,1.35369,2.57116,-5.04389,14.0622,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.03728,0,0,0
285,14.0203,1.35369,2.57116,-5.04389,13.6435,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.5989,0,0,0
286,14.083,1.35369,2.57116,-5.04389,13.6024,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.47114,0,0,0
287,14.5008,1.35369,2.57116,-5.04389,14.9698,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.41298,0,0,0
288,14.1996,1.35369,2.57116,-5.04389,12.6528,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.60956,0,0,0
289,6.35056,1.35369,2.57116,-5.04389,6.67317,1.35362,2.59439,-5.0826,6.15549,1.35362,2.59439,-5.0826,1.50791,0,0,0
290,14.136,1.35369,2.57116,-5.04389,13.2653,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.66223,0,0,0
291,14.0828,1.35369,2.57116,-5.04389,14.2741,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.94928,0,0,0
292,13.5118,1.35369,2.57116,-5.04389,13.8898,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.13874,0,0,0
293,13.792,1.35369,2.57116,-5.04389,13.7996,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.4274,0,0,0
294,13.5796,1.35369,2.57116,-5.04389,14.5215,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.73111,0,0,0
295,14.5739,1.35369,2.57116,-5.04389,14.5074,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.04804,0,0,0
296,2.56998,1.35369,2.57116,-5.04389,2.91927,1.35362,2.59439,-5.0826,2.74727,1.35362,2.59439,-5.0826,0.737888,0,0,0
297,13.5354,1.35369,2.57116,-5.04389,14.1772,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.59464,0,0,0
298,14.6624,1.35369,2.57116,-5.04389,15.2165,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.05895,0,0,0
299,14.5095,1.35369,2.57116,-5.04389,14.7743,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.54071,0,0,0
300,14.6428,1.35369,2.57116,-5.04389,14.6605,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.90539,0,0,0
301,14.5889,1.35369,2.57116,-5.04389,14.8849,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.86141,0,0,0
302,14.4899,1.35369,2.57116,-5.04389,14.0735,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.93155,0,0,0
303,14.432,1.35369,2.57116,-5.04389,13.2111,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.54568,0,0,0
304,4.22327,1.35369,2.57116,-5.04389,5.35175,1.35362,2.59439,-5.0826,4.66276,1.35362,2.59439,-5.0826,1.16634,0,0,0
305,14.4013,1.35369,2.57116,-5.04389,14.1045,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.07769,0,0,0
306,14.309,1.35369,2.57116,-5.04389,14.0659,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.05046,0,0,0
307,13.1315,1.35369,2.57116,-5.04389,14.3894,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.57976,0,0,0
308,13.8928,1.35369,2.57116,-5.04389,13.7866,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.3028,0,0,0
309,14.1116,1.35369,2.57116,-5.04389,13.7684,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.97424,0,0,0
310,15.057,1.35369,2.57116,-5.04389,14.4726,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.58608,0,0,0
311,13.8598,1.35369,2.57116,-5.04389,13.7619,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,3.8774,0,0,0
312,14.9691,1.35369,2.57116,-5.04389,13.7027,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.27875,0,0,0
313,14.8549,1.35369,2.57116,-5.04389,13.4851,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.77831,0,0,0
314,13.9304,1.35369,2.57116,-5.04389,13.5482,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.11184,0,0,0
315,13.3776,1.35369,2.57116,-5.04389,13.8442,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.17394,0,0,0
316,14.7619,1.35369,2.57116,-5.04389,13.9067,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.00059,0,0,0
317,13.4103,1.35369,2.57116,-5.04389,14.609,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.66792,0,0,0
318,13.6298,1.35369,2.57116,-5.04389,13.3649,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.16239,0,0,0
319,13.7076,1.35369,2.57116,-5.04389,14.4063,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.36439,0,0,0
320,13.6248,1.35369,2.57116,-5.04389,13.8667,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.4781,0,0,0
321,5.69261,1.35369,2.57116,-5.04389,6.59406,1.35362,2.59439,-5.0826,5.70105,1.35362,2.59439,-5.0826,1.84516,0,0,0
322,13.309,1.35369,2.57116,-5.04389,13.8185,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.52583,0,0,0
323,13.7743,1.35369,2.57116,-5.04389,13.8898,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.40059,0,0,0
324,13.7761,1.35369,2.57116,-5.04389,14.5357,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.53332,0,0,0
325,12.784,1.35369,2.57116,-5.04389,15.6149,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.04447,0,0,0
326,5.02528,1.35369,2.57116,-5.04389,5.66688,1.35362,2.59439,-5.0826,5.17061,1.35362,2.59439,-5.0826,0.833308,0,0,0
327,14.792,1.35369,2.57116,-5.04389,12.7366,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.27432,0,0,0
328,14.2832,1.35369,2.57116,-5.04389,14.641,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.38775,0,0,0
329,14.6712,1.35369,2.57116,-5.04389,13.8333,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.85488,0,0,0
330,14.1455,1.35369,2.57116,-5.04389,13.456,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.66411,0,0,0
331,13.9198,1.35369,2.57116,-5.04389,14.7332,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.23928,0,0,0
332,13.9698,1.35369,2.57116,-5.04389,14.1746,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.68297,0,0,0
333,13.4197,1.35369,2.57116,-5.04389,14.2646,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.2893,0,0,0
334,15.1619,1.35369,2.57116,-5.04389,14.8682,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.72961,0,0,0
335,13.6328,1.35369,2.57116,-5.04389,14.1676,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.65213,0,0,0
336,13.8847,1.35369,2.57116,-5.04389,15.0287,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.7326,0,0,0
337,13.8363,1.35369,2.57116,-5.04389,13.9283,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.98438,0,0,0
338,13.2327,1.35369,2.57116,-5.04389,14.6578,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.60149,0,0,0
339,6.43807,1.35369,2.57116,-5.04389,6.18971,1.35362,2.59439,-5.0826,6.15549,1.35362,2.59439,-5.0826,1.41355,0,0,0
340,14.3087,1.35369,2.57116,-5.04389,14.2095,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.69016,0,0,0
341,13.5044,1.35369,2.57116,-5.04389,13.7916,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.27556,0,0,0
342,6.92097,1.35369,2.57116,-5.04389,6.89938,1.35362,2.59439,-5.0826,6.15549,1.35362,2.59439,-5.0826,1.52022,0,0,0
343,5.87316,1.35369,2.57116,-5.04389,6.49287,1.35362,2.59439,-5.0826,5.70105,1.35362,2.59439,-5.0826,1.55075,0,0,0
344,13.5729,1.35369,2.57116,-5.04389,15.2081,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.44159,0,0,0
345,14.7198,1.35369,2.57116,-5.04389,14.3889,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.44605,0,0,0
346,2.55864,1.35369,2.57116,-5.04389,2.73356,1.35362,2.59439,-5.0826,2.74727,1.35362,2.59439,-5.0826,1.27591,0,0,0
347,14.0496,1.35369,2.57116,-5.04389,13.8252,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.94716,0,0,0
348,6.57446,1.35369,2.57116,-5.04389,6.577,1.35362,2.59439,-5.0826,6.15549,1.35362,2.59439,-5.0826,1.14017,0,0,0
349,3.95238,1.35369,2.57116,-5.04389,3.82682,1.35362,2.59439,-5.0826,3.93503,1.35362,2.59439,-5.0826,0.805885,0,0,0
350,14.4545,1.35369,2.57116,-5.04389,13.4067,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.82791,0,0,0
351,13.6744,1.35369,2.57116,-5.04389,13.2145,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.09866,0,0,0
352,14.1071,1.35369,2.57116,-5.04389,13.2056,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.03269,0,0,0
353,-0.0530632,1.35369,2.57116,-5.04389,-0.326624,1.35362,2.59439,-5.0826,0.0975057,1.35362,2.59439,-5.0826,1.16941,0,0,0
354,14.6542,1.35369,2.57116,-5.04389,13.8304,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.56623,0,0,0
355,14.5357,1.35369,2.57116,-5.04389,14.7353,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.40492,0,0,0
356,14.9487,1.35369,2.57116,-5.04389,13.6161,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.43189,0,0,0
357,3.48285,1.35369,2.57116,-5.04389,4.42451,1.35362,2.59439,-5.0826,4.05949,1.35362,2.59439,-5.0826,1.05017,0,0,0
358,14.4261,1.35369,2.57116,-5.04389,14.4267,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.51806,0,0,0
359,13.5245,1.35369,2.57116,-5.04389,13.9365,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.55036,0,0,0
360,14.8513,1.35369,2.57116,-5.04389,13.5974,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,3.91899,0,0,0
361,14.1396,1.35369,2.57116,-5.04389,13.866,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.24717,0,0,0
