id,th1_SAEM,th2_SAEM,th3_SAEM,th4_SAEM,th1_mean,th2_mean,th3_mean,th4_mean,th1_mode,th2_mode,th3_mode,th4_mode,th1_sd,th2_sd,th3_sd,th4_sd
133,13.8529,1.35369,2.57116,-5.04389,13.6934,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.81724,0,0,0
134,6.35755,1.35369,2.57116,-5.04389,6.55986,1.35362,2.59439,-5.0826,5.70105,1.35362,2.59439,-5.0826,2.13645,0,0,0
135,-5.78901,1.35369,2.57116,-5.04389,-5.013,1.35362,2.59439,-5.0826,-4.3079,1.35362,2.59439,-5.0826,2.47637,0,0,0
136,13.8868,1.35369,2.57116,-5.04389,15.2709,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.14063,0,0,0
137,14.1451,1.35369,2.57116,-5.04389,14.713,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.87163,0,0,0
138,13.6227,1.35369,2.57116,-5.04389,14.3498,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.86612,0,0,0
139,14.1613,1.35369,2.57116,-5.04389,14.2079,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.69263,0,0,0
140,14.1146,1.35369,2.57116,-5.04389,13.6968,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.63006,0,0,0
141,15.0943,1.35369,2.57116,-5.04389,15.0079,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.4445,0,0,0
142,14.4588,1.35369,2.57116,-5.04389,14.5997,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.00101,0,0,0
143,13.8062,1.35369,2.57116,-5.04389,14.2304,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.87714,0,0,0
144,14.0365,1.35369,2.57116,-5.04389,14.8642,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.14532,0,0,0
145,14.1362,1.35369,2.57116,-5.04389,14.4355,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.72775,0,0,0
146,14.6655,1.35369,2.57116,-5.04389,14.0061,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.49752,0,0,0
147,13.653,1.35369,2.57116,-5.04389,13.929,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.70609,0,0,0
148,13.6294,1.35369,2.57116,-5.04389,14.4816,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.62524,0,0,0
149,14.6332,1.35369,2.57116,-5.04389,14.2364,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.99682,0,0,0
150,14.065,1.35369,2.57116,-5.04389,13.213,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.39913,0,0,0
151,13.6161,1.35369,2.57116,-5.04389,14.8842,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.38154,0,0,0
152,14.9434,1.35369,2.57116,-5.04389,14.7059,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.00429,0,0,0
153,13.2959,1.35369,2.57116,-5.04389,14.2268,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.6931,0,0,0
154,14.4665,1.35369,2.57116,-5.04389,14.6446,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.08423,0,0,0
155,13.6666,1.35369,2.57116,-5.04389,13.8855,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.23823,0,0,0
156,14.0533,1.35369,2.57116,-5.04389,13.7061,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.48573,0,0,0
157,14.1172,1.35369,2.57116,-5.04389,13.8986,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.71402,0,0,0
158,14.1327,1.35369,2.57116,-5.04389,13.3118,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.45847,0,0,0
159,14.6576,1.35369,2.57116,-5.04389,13.9947,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.82107,0,0,0
160,14.2073,1.35369,2.57116,-5.04389,15.0799,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.49085,0,0,0
161,2.48609,1.35369,2.57116,-5.04389,3.15872,1.35362,2.59439,-5.0826,2.74727,1.35362,2.59439,-5.0826,1.03326,0,0,0
162,13.9106,1.35369,2.57116,-5.04389,13.3211,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.04987,0,0,0
163,13.9581,1.35369,2.57116,-5.04389,13.7916,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.41875,0,0,0
164,14.1139,1.35369,2.57116,-5.04389,14.0549,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.52158,0,0,0
165,14.021,1.35369,2.57116,-5.04389,13.7177,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.42257,0,0,0
166,14.0692,1.35369,2.57116,-5.04389,14.6677,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.96212,0,0,0
167,14.9866,1.35369,2.57116,-5.04389,13.3727,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.16005,0,0,0
168,13.8279,1.35369,2.57116,-5.04389,14.7971,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.9405,0,0,0
169,14.3092,1.35369,2.57116,-5.04389,14.0536,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.50966,0,0,0
170,14.6746,1.35369,2.57116,-5.04389,14.3851,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.82309,0,0,0
171,13.6307,1.35369,2.57116,-5.04389,15.5332,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,5.15031,0,0,0
172,14.0776,1.35369,2.57116,-5.04389,13.4803,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.69843,0,0,0
173,14.4633,1.35369,2.57116,-5.04389,14.1052,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.89592,0,0,0
174,13.3068,1.35369,2.57116,-5.04389,13.7106,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.66092,0,0,0
175,15.0495,1.35369,2.57116,-5.04389,14.1795,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.07222,0,0,0
176,6.01093,1.35369,2.57116,-5.04389,6.22258,1.35362,2.59439,-5.0826,5.70105,1.35362,2.59439,-5.0826,1.27807,0,0,0
177,14.5689,1.35369,2.57116,-5.04389,15.6565,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.4219,0,0,0
178,13.8247,1.35369,2.57116,-5.04389,14.5206,1.35362,2.59439,-5.0826,12.1152,1.35362,2.59439,-5.0826,4.82339,0,0,0
