rep,id,eta_th1,eta_th2,eta_th3,eta_th4
2,375,2.7559379820181,0,0,0
1,376,0.932498678298212,0,0,0
2,376,2.00679548492388,0,0,0
1,377,9.02913399006202,0,0,0
2,377,-1.7504522245347,0,0,0
1,378,1.77804530588822,0,0,0
2,378,2.15928273362414,0,0,0
1,379,2.47761295045794,0,0,0
2,379,-0.685278953808627,0,0,0
1,380,-4.34896339510556,0,0,0
2,380,5.8060643879965,0,0,0
1,381,-0.710941413332711,0,0,0
2,381,-0.0165813639087773,0,0,0
1,382,-3.00411825198591,0,0,0
2,382,3.81868358259187,0,0,0
1,383,-0.781140541945559,0,0,0
2,383,1.00459090323647,0,0,0
1,384,-4.95080519594798,0,0,0
2,384,3.51522750189344,0,0,0
1,385,-4.9335331274905,0,0,0
2,385,2.97326204189625,0,0,0
1,386,-7.91520570700505,0,0,0
2,386,-8.12425438339054,0,0,0
1,387,4.0198053800068,0,0,0
2,387,0.560161531538337,0,0,0
1,388,-1.63697277454529,0,0,0
2,388,6.22073131703926,0,0,0
1,389,-0.586348515863541,0,0,0
2,389,-1.33574961416247,0,0,0
1,390,3.09537695479037,0,0,0
2,390,1.88023333239935,0,0,0
1,391,-1.36416948788145,0,0,0
2,391,-1.33314572695472,0,0,0
1,392,-8.57434835586597,0,0,0
2,392,-6.20927776865063,0,0,0
1,393,5.98673208281677,0,0,0
2,393,0.830571662016982,0,0,0
1,394,-3.2859810015109,0,0,0
2,394,-5.30079274876845,0,0,0
1,395,1.37106773583489,0,0,0
2,395,-0.508912025498158,0,0,0
1,396,7.72540463519119,0,0,0
2,396,-0.529933949532857,0,0,0
1,397,4.42746421686269,0,0,0
2,397,6.76268519458868,0,0,0
1,398,-7.41939843747855,0,0,0
2,398,-5.28996680189731,0,0,0
1,399,3.18554547617641,0,0,0
2,399,-1.38139432787974,0,0,0
1,400,2.5145194426826,0,0,0
2,400,-4.82040820956758,0,0,0
1,401,12.021311164751,0,0,0
2,401,1.42515914313612,0,0,0
1,402,-0.821648929793222,0,0,0
2,402,0.678045039762498,0,0,0
1,403,-7.17132930006895,0,0,0
2,403,-7.07774429630235,0,0,0
1,404,3.17360070919777,0,0,0
2,404,1.24834404856498,0,0,0
1,405,-1.12900324458791,0,0,0
2,405,-4.58820326927327,0,0,0
1,406,-4.71157345321588,0,0,0
2,406,-6.79406211686713,0,0,0
1,407,-11.5953001733337,0,0,0
2,407,-11.9686713261205,0,0,0
1,408,2.04831086840889,0,0,0
2,408,-5.19056189666279,0,0,0
1,409,-4.07248607666508,0,0,0
2,409,-1.44311442830707,0,0,0
1,410,2.64204904337234,0,0,0
2,410,-0.153010289476382,0,0,0
1,411,-8.73808735511318,0,0,0
2,411,-8.96616254953929,0,0,0
1,412,0.297089145566478,0,0,0
2,412,-2.77827798850585,0,0,0
1,413,1.41275731784861,0,0,0
2,413,-4.71654438749906,0,0,0
1,414,4.94282262572232,0,0,0
2,414,7.7054725772789,0,0,0
1,415,2.35081720379847,0,0,0
2,415,-5.33957845187201,0,0,0
1,416,5.39219869770765,0,0,0
2,416,3.96394074477729,0,0,0
1,417,-8.73845961015754,0,0,0
2,417,-7.50343775891281,0,0,0
1,418,3.01625023849584,0,0,0
2,418,-0.226938247672672,0,0,0
1,419,7.09218680991774,0,0,0
2,419,-0.97916780890605,0,0,0
1,420,-5.0522301248728,0,0,0
2,420,2.31958956962263,0,0,0
1,421,-0.228812118734571,0,0,0
2,421,-3.18117839324712,0,0,0
1,422,-0.552100094826796,0,0,0
2,422,13.6963549848342,0,0,0
1,423,4.00612609651738,0,0,0
2,423,-1.35497143750949,0,0,0
1,424,-1.36414072419116,0,0,0
2,424,5.57460959493476,0,0,0
1,425,-4.69617061538904,0,0,0
2,425,-6.42124872978737,0,0,0
1,426,1.68316971851947,0,0,0
2,426,3.02164377363279,0,0,0
1,427,2.40946937101056,0,0,0
2,427,1.11123367066257,0,0,0
1,428,0.117737776682624,0,0,0
2,428,-1.04325862645965,0,0,0
1,429,7.15693121001652,0,0,0
2,429,5.85888111366298,0,0,0
1,430,0.803999914266679,0,0,0
2,430,-1.81153900178254,0,0,0
1,431,-6.34034099117159,0,0,0
2,431,-7.766989048552,0,0,0
1,432,-1.24042217480901,0,0,0
2,432,5.38872225655998,0,0,0
1,433,-1.87083829815531,0,0,0
2,433,1.3715121682011,0,0,0
1,434,-7.57919599985376,0,0,0
2,434,-2.20370201930501,0,0,0
1,435,1.89897196534702,0,0,0
2,435,7.55963961671526,0,0,0
1,436,2.13164173358371,0,0,0
2,436,3.96061760483339,0,0,0
1,437,8.36425574836964,0,0,0
2,437,-3.90889765894029,0,0,0
1,438,-5.3879207660761,0,0,0
2,438,13.3079765221239,0,0,0
1,439,1.57144880525417,0,0,0
2,439,4.37757080768866,0,0,0
1,440,-0.65524708942088,0,0,0
2,440,6.11907043122276,0,0,0
1,441,1.71906784012323,0,0,0
2,441,3.59575194299345,0,0,0
1,442,-7.83302743277541,0,0,0
2,442,-9.69299794014435,0,0,0
1,443,1.19598857726867,0,0,0
2,443,-1.83162749423073,0,0,0
1,444,3.46936762170224,0,0,0
2,444,1.81935221223396,0,0,0
1,445,-0.102166940550542,0,0,0
2,445,-0.865461517587034,0,0,0
1,446,-5.47470921667884,0,0,0
2,446,1.80566152564907,0,0,0
1,447,-5.54853818171768,0,0,0
2,447,6.86429493461315,0,0,0
1,448,-0.0463106346834028,0,0,0
2,448,1.33986393804166,0,0,0
1,449,-3.00448005888354,0,0,0
2,449,-4.81448597942372,0,0,0
1,450,8.13595059452394,0,0,0
2,450,-1.1011830462814,0,0,0
1,451,5.89652915343431,0,0,0
2,451,2.06868868535771,0,0,0
1,452,1.59464757082625,0,0,0
2,452,11.3672223802151,0,0,0
1,453,-11.1537038885212,0,0,0
2,453,-11.2863046651443,0,0,0
1,454,4.29051315284464,0,0,0
2,454,2.70850740385607,0,0,0
1,455,-5.52961996922534,0,0,0
2,455,-8.83350481084423,0,0,0
1,456,-3.30238591705057,0,0,0
2,456,2.30384100463937,0,0,0
1,457,1.07005778179986,0,0,0
2,457,2.94791210496521,0,0,0
1,458,9.00188949430369,0,0,0
2,458,1.11054628536348,0,0,0
1,459,7.94202194046503,0,0,0
2,459,9.72051088558882,0,0,0
1,460,4.30023336907456,0,0,0
2,460,0.110032521277377,0,0,0
1,461,-2.7853260992955,0,0,0
2,461,0.220857910195133,0,0,0
1,462,9.87694193673877,0,0,0
2,462,5.95820025282725,0,0,0
1,463,-1.01308650607419,0,0,0
2,463,4.78783569041982,0,0,0
1,464,2.47877438429052,0,0,0
2,464,1.32069788718745,0,0,0
1,465,5.69937588877122,0,0,0
2,465,6.06947893899694,0,0,0
1,466,-5.7309252826011,0,0,0
2,466,2.71887984829715,0,0,0
1,467,2.78871078197061,0,0,0
2,467,1.84346567722067,0,0,0
1,468,0.331818816137674,0,0,0
2,468,0.53934081725879,0,0,0
1,469,-12.8257271516912,0,0,0
2,469,-12.1117749501957,0,0,0
1,470,-4.10581101836497,0,0,0
2,470,-6.45855369163639,0,0,0
1,471,-11.6101241932189,0,0,0
2,471,-10.8881181224251,0,0,0
1,472,-8.59102541011481,0,0,0
2,472,11.102493320271,0,0,0
1,473,-9.34929054051671,0,0,0
2,473,-9.05493268009135,0,0,0
1,474,5.45024277944631,0,0,0
2,474,3.03479785727098,0,0,0
1,475,-0.0813310828417802,0,0,0
2,475,-1.54581712993775,0,0,0
1,476,14.4271899191148,0,0,0
2,476,2.20959212937406,0,0,0
1,477,-1.63340267434664,0,0,0
2,477,7.34594883826457,0,0,0
1,478,-0.952747935797366,0,0,0
2,478,1.03237062983629,0,0,0
1,479,-1.40433951974923,0,0,0
2,479,4.65689699464813,0,0,0
1,480,-9.46287895567504,0,0,0
2,480,-7.63368200782092,0,0,0
1,481,10.6558384548719,0,0,0
2,481,-0.988399182416508,0,0,0
1,482,9.04072947978053,0,0,0
2,482,2.1537859569252,0,0,0
1,483,-2.68095936084394,0,0,0
2,483,5.98257742873972,0,0,0
1,484,-2.03531700908014,0,0,0
2,484,-0.00774787964773882,0,0,0
1,485,7.52087206668151,0,0,0
2,485,-1.34694401625606,0,0,0
1,486,10.1289730214906,0,0,0
2,486,-3.97286712908788,0,0,0
1,487,-0.749836072481901,0,0,0
2,487,-0.221621915296202,0,0,0
1,488,-1.80965436717546,0,0,0
2,488,3.86479902356827,0,0,0
1,489,1.66266758547551,0,0,0
2,489,4.64063787373689,0,0,0
1,490,9.25950641267955,0,0,0
2,490,-0.924352518252718,0,0,0
1,491,-0.120460672923024,0,0,0
2,491,0.462515599502964,0,0,0
1,492,-6.15058938357339,0,0,0
2,492,-3.09484788931778,0,0,0
1,493,2.50270531461986,0,0,0
2,493,1.01944360690089,0,0,0
1,494,-5.99512234088157,0,0,0
2,494,2.65459523806765,0,0,0
1,495,6.70215190242088,0,0,0
2,495,11.4033533704094,0,0,0
1,496,2.09082458707235,0,0,0
2,496,-2.63213414985937,0,0,0
1,497,5.69139266216824,0,0,0
2,497,0.267006929959965,0,0,0
1,498,8.51160290200021,0,0,0
2,498,6.19329828547907,0,0,0
1,499,-1.18089678935675,0,0,0
2,499,-2.21559671859349,0,0,0
1,500,2.92112502559891,0,0,0
2,500,-1.61438352755803,0,0,0
1,501,-0.38455965903887,0,0,0
2,501,-6.76364339172133,0,0,0
1,502,4.82304809946803,0,0,0
2,502,11.5125944686112,0,0,0
1,503,3.91991850557208,0,0,0
2,503,3.64687330422642,0,0,0
1,504,-4.3235494074793,0,0,0
2,504,8.34051173786682,0,0,0
1,505,-7.79340334833774,0,0,0
2,505,-9.67864092226067,0,0,0
1,506,1.91239482038293,0,0,0
2,506,0.722936230139571,0,0,0
1,507,-0.455192887801004,0,0,0
2,507,-2.40818454391312,0,0,0
1,508,4.62168010222309,0,0,0
2,508,-1.96722730014481,0,0,0
1,509,4.67343678555078,0,0,0
2,509,6.51182024296076,0,0,0
1,510,-8.97754464421939,0,0,0
2,510,-8.70985568785058,0,0,0
1,511,-5.90649473491912,0,0,0
2,511,4.5694253011786,0,0,0
1,512,3.1672860495759,0,0,0
2,512,0.918323896085361,0,0,0
1,513,-5.51531197059464,0,0,0
2,513,-2.63743166713712,0,0,0
1,514,1.75743232328448,0,0,0
2,514,11.7295694404425,0,0,0
1,515,7.71784592659245,0,0,0
2,515,18.8983133478069,0,0,0
1,516,-8.74939859284967,0,0,0
2,516,-8.5746130187109,0,0,0
1,517,-7.38371511189661,0,0,0
2,517,-6.41242198916773,0,0,0
1,518,3.73729086358271,0,0,0
2,518,7.34352064213874,0,0,0
1,519,5.0075006652211,0,0,0
2,519,-3.45752605980462,0,0,0
1,520,-8.29554000620725,0,0,0
2,520,-6.92579693514606,0,0,0
1,521,-16.9809801983107,0,0,0
2,521,-18.5677668914014,0,0,0
1,522,5.48540177333472,0,0,0
2,522,2.71858573921634,0,0,0
1,523,-1.49617603881233,0,0,0
2,523,-1.28143116436501,0,0,0
1,524,0.430216569016832,0,0,0
2,524,-3.33005847706078,0,0,0
1,525,9.27887713958165,0,0,0
2,525,-4.58538842472982,0,0,0
1,526,5.48317603141447,0,0,0
2,526,-2.64097540703418,0,0,0
1,527,0.31297441926487,0,0,0
2,527,11.1333696486648,0,0,0
1,528,2.44549293693529,0,0,0
2,528,0.185916118968978,0,0,0
1,529,-7.48419955525983,0,0,0
2,529,-8.5939985200246,0,0,0
1,530,-5.98847780833932,0,0,0
2,530,-4.44029392386446,0,0,0
1,531,-4.18967840345023,0,0,0
2,531,-3.15575637690241,0,0,0
1,532,4.34657568734682,0,0,0
2,532,2.23252212059121,0,0,0
1,533,-8.21806085305866,0,0,0
2,533,-8.30155467300552,0,0,0
1,534,3.88196210379923,0,0,0
2,534,5.0528227560639,0,0,0
1,535,0.415038349125604,0,0,0
2,535,9.70832997897786,0,0,0
1,536,-0.262933922399672,0,0,0
2,536,0.130596319957676,0,0,0
1,537,-4.270087187749,0,0,0
2,537,-9.45306205505125,0,0,0
1,538,1.98931911304196,0,0,0
2,538,-1.2481823394923,0,0,0
1,539,3.98364943023341,0,0,0
2,539,0.144093907374153,0,0,0
1,540,3.381142749965,0,0,0
2,540,-3.98261677716212,0,0,0
1,541,4.86325733561254,0,0,0
2,541,7.97999429886626,0,0,0
1,542,-1.00283950274726,0,0,0
2,542,-1.86173901974571,0,0,0
1,543,-10.0481923637077,0,0,0
2,543,-9.91124417715224,0,0,0
1,544,9.88641297639951,0,0,0
2,544,13.5726258713183,0,0,0
1,545,4.56510392521377,0,0,0
2,545,-1.50763280580543,0,0,0
1,546,6.76567689447023,0,0,0
2,546,0.806285101892754,0,0,0
1,547,4.59706876563532,0,0,0
2,547,10.5464252947536,0,0,0
1,548,-14.3717140914112,0,0,0
2,548,-14.2117970535748,0,0,0
1,549,-8.7481477608837,0,0,0
2,549,-9.59287779548783,0,0,0
1,550,-0.1582261496138,0,0,0
2,550,15.6711698336679,0,0,0
1,551,-3.50772133199862,0,0,0
2,551,2.47266330886471,0,0,0
1,552,4.31111393736721,0,0,0
2,552,-3.2563830298415,0,0,0
1,553,-9.71398693805482,0,0,0
2,553,-8.98921579771204,0,0,0
1,554,4.9118082957953,0,0,0
2,554,5.75976682641569,0,0,0
1,555,-1.19703860965639,0,0,0
2,555,6.76249851827712,0,0,0
1,556,11.757749981598,0,0,0
2,556,-1.28577615914288,0,0,0
1,557,9.96650962479808,0,0,0
2,557,1.26255136443112,0,0,0
1,558,-1.3404960139259,0,0,0
2,558,-3.3754505101208,0,0,0
1,559,0.0122665708868961,0,0,0
2,559,-2.57052000289435,0,0,0
1,560,12.8484175900441,0,0,0
2,560,-2.2091446496875,0,0,0
1,561,3.82380377577743,0,0,0
2,561,1.13512753747018,0,0,0
1,562,-4.26707019168443,0,0,0
2,562,6.7652876031763,0,0,0
1,563,-1.28362491647149,0,0,0
2,563,-6.99099937090996,0,0,0
1,564,-4.42375180009477,0,0,0
2,564,3.4990986386602,0,0,0
1,565,-5.17947478101177,0,0,0
2,565,-3.60397956776299,0,0,0
1,566,-17.7375454544515,0,0,0
2,566,-14.7870206208011,0,0,0
1,567,10.3378926213455,0,0,0
2,567,-3.59392417095664,0,0,0
1,568,-10.6203953742266,0,0,0
2,568,-9.43108080820683,0,0,0
1,569,-4.07111782072334,0,0,0
2,569,-0.13310981040024,0,0,0
1,570,-8.05660013527032,0,0,0
2,570,-7.80506988801988,0,0,0
1,571,-5.72456811097838,0,0,0
2,571,-5.51156026342526,0,0,0
1,572,-2.43675565414976,0,0,0
2,572,-6.27368869943858,0,0,0
1,573,-6.68306777682166,0,0,0
2,573,-6.88020580367089,0,0,0
1,574,2.06311464849028,0,0,0
2,574,-1.19337499729041,0,0,0
1,575,-0.113793487344374,0,0,0
2,575,0.845310059127783,0,0,0
1,576,6.30384802729724,0,0,0
2,576,-2.89231459076613,0,0,0
1,577,-5.23565064258719,0,0,0
2,577,-0.00158509222306713,0,0,0
1,578,0.129681467692582,0,0,0
2,578,-0.550215893854304,0,0,0
1,579,7.01087179254777,0,0,0
2,579,-0.00668476130056867,0,0,0
1,580,-0.0614820206131115,0,0,0
2,580,5.41520716161899,0,0,0
1,581,-8.25828344318844,0,0,0
2,581,-10.205640058861,0,0,0
1,582,12.4430911384789,0,0,0
2,582,-1.16946689885654,0,0,0
1,583,4.09975610889197,0,0,0
2,583,4.88313607377924,0,0,0
1,584,8.19351229044914,0,0,0
2,584,-0.640958919573074,0,0,0
1,585,1.47529527903908,0,0,0
2,585,-0.864449519196296,0,0,0
1,586,-1.53717668071141,0,0,0
2,586,-4.10554703783536,0,0,0
1,587,-4.10136650356038,0,0,0
2,587,-5.43518338569387,0,0,0
1,588,8.98603749158443,0,0,0
2,588,-5.25476244323325,0,0,0
1,589,-2.71922649360287,0,0,0
2,589,-3.03290050428364,0,0,0
1,590,7.55534739033038,0,0,0
2,590,-3.50036162201228,0,0,0
1,591,-13.8644330578594,0,0,0
2,591,-11.78277210422,0,0,0
1,592,5.70628132878314,0,0,0
2,592,-0.513957518167188,0,0,0
1,593,-5.95694591906887,0,0,0
2,593,3.36204387173724,0,0,0
1,594,0.994603563243826,0,0,0
2,594,0.314723357573751,0,0,0
1,595,9.69537334089036,0,0,0
2,595,4.29240526863674,0,0,0
1,596,-2.24486936807469,0,0,0
2,596,0.54943179629855,0,0,0
1,597,-6.30393715342671,0,0,0
2,597,-6.49881683399425,0,0,0
1,598,11.5043852567479,0,0,0
2,598,-1.72855148164553,0,0,0
1,599,2.77927735313781,0,0,0
2,599,8.78724241980697,0,0,0
1,600,0.686147340043419,0,0,0
2,600,3.21405347097175,0,0,0
1,601,4.50975315089121,0,0,0
2,601,6.07153300918123,0,0,0
1,602,-4.14265448312038,0,0,0
2,602,-7.91522508407556,0,0,0
1,603,4.19931914124969,0,0,0
2,603,-4.72408651578427,0,0,0
1,604,5.41451435259027,0,0,0
2,604,0.91577168296983,0,0,0
1,605,1.31321678956017,0,0,0
2,605,1.33680449524423,0,0,0
1,606,7.91004804544084,0,0,0
2,606,1.20129927924061,0,0,0
1,607,-3.9932989395899,0,0,0
2,607,-5.17644978434218,0,0,0
1,608,-2.39125321368214,0,0,0
2,608,8.76614521798684,0,0,0
1,609,-3.80074153261213,0,0,0
2,609,0.253731914393671,0,0,0
1,610,-2.32668844365709,0,0,0
2,610,-5.49685832102163,0,0,0
1,611,15.9005460638308,0,0,0
2,611,7.00147626935165,0,0,0
1,612,-2.17793638296628,0,0,0
2,612,5.98509200083265,0,0,0
1,613,0.388601576070096,0,0,0
2,613,0.986524255319783,0,0,0
1,614,-14.6861405385813,0,0,0
2,614,-16.963187912329,0,0,0
1,615,-8.37123163064511,0,0,0
2,615,-6.42529955265511,0,0,0
1,616,-7.31516919094559,0,0,0
2,616,-5.61254130708774,0,0,0
1,617,-4.29300012006469,0,0,0
2,617,-0.805722410097301,0,0,0
1,618,3.23986483993872,0,0,0
2,618,3.98148454618873,0,0,0
1,619,9.12807115192673,0,0,0
2,619,-0.228592578335752,0,0,0
1,620,5.62969234300703,0,0,0
2,620,0.571364079771684,0,0,0
1,621,3.00068581935268,0,0,0
2,621,-4.08782499276976,0,0,0
1,622,-0.777234556658694,0,0,0
2,622,-0.789581639321505,0,0,0
1,623,2.00519230428162,0,0,0
2,623,10.7259299497466,0,0,0
1,624,13.1223840175449,0,0,0
2,624,-4.20652964943169,0,0,0
1,625,-9.70265335058351,0,0,0
2,625,-9.87081505578241,0,0,0
1,626,2.51171297398163,0,0,0
2,626,2.1486546439825,0,0,0
1,627,7.98817612763547,0,0,0
2,627,1.3455074739773,0,0,0
1,628,-5.54819135492073,0,0,0
2,628,-6.71979622652392,0,0,0
1,629,-3.83252494968222,0,0,0
2,629,1.17585530073347,0,0,0
1,630,4.86433719231977,0,0,0
2,630,3.77344950828852,0,0,0
1,631,-3.43178895916593,0,0,0
2,631,0.401482466215547,0,0,0
1,632,-2.91332547522103,0,0,0
2,632,-2.2643674588665,0,0,0
1,633,-1.3475723033034,0,0,0
2,633,6.25732310322912,0,0,0
1,634,7.018330813471,0,0,0
2,634,-4.32952365502225,0,0,0
1,635,0.843613069471892,0,0,0
2,635,3.12531519788728,0,0,0
1,636,5.10994505202086,0,0,0
2,636,-3.96169284721678,0,0,0
1,637,0.718471213519987,0,0,0
2,637,-2.50975558784965,0,0,0
1,638,-3.29945953628459,0,0,0
2,638,0.636558329227634,0,0,0
1,639,-4.65144206917818,0,0,0
2,639,-4.36309601311204,0,0,0
1,640,-2.60554109347264,0,0,0
2,640,-0.0527620896800536,0,0,0
1,641,0.29148502832513,0,0,0
2,641,0.427871088378654,0,0,0
1,642,-7.80303132000732,0,0,0
2,642,-9.03946918319781,0,0,0
1,643,-6.51644099737195,0,0,0
2,643,-6.74717230328359,0,0,0
1,644,-0.0306287042106226,0,0,0
2,644,0.514602790899867,0,0,0
1,645,-5.25470835884325,0,0,0
2,645,9.91734158228874,0,0,0
1,646,-4.28483392225027,0,0,0
2,646,-3.25931385999329,0,0,0
1,647,-12.2500023474098,0,0,0
2,647,-10.4728758236823,0,0,0
1,648,6.75444364550538,0,0,0
2,648,7.85250106211183,0,0,0
1,649,0.363437732432419,0,0,0
2,649,-1.108334614981,0,0,0
1,650,1.3548577588118,0,0,0
2,650,7.9702586378809,0,0,0
1,651,-6.26679282245196,0,0,0
2,651,-7.68124440737796,0,0,0
1,652,8.66662549373629,0,0,0
2,652,5.49520247841766,0,0,0
1,653,-5.09359373244015,0,0,0
2,653,-5.23480102086109,0,0,0
1,654,7.33085828961453,0,0,0
2,654,4.900814843465,0,0,0
1,655,0.89594728768518,0,0,0
2,655,-3.07068053863933,0,0,0
1,656,-5.7129069702826,0,0,0
2,656,-3.93591062261323,0,0,0
1,657,7.5858648489758,0,0,0
2,657,1.92882007129325,0,0,0
1,658,4.45907505580755,0,0,0
2,658,2.20799339511113,0,0,0
1,659,12.0115709651493,0,0,0
2,659,-5.65480519640882,0,0,0
1,660,-7.6494281474715,0,0,0
2,660,-6.18400138006831,0,0,0
1,661,-6.72204917400239,0,0,0
2,661,-6.64266960229697,0,0,0
1,662,11.2082193055661,0,0,0
2,662,-1.89199463237208,0,0,0
1,663,-3.66083853622131,0,0,0
2,663,-3.90398235325372,0,0,0
1,664,-6.48832722330112,0,0,0
2,664,-6.79098433656616,0,0,0
1,665,-0.995042024479428,0,0,0
2,665,-0.814859954621037,0,0,0
1,666,3.00374320018809,0,0,0
2,666,-3.12980131491078,0,0,0
1,667,12.344959921416,0,0,0
2,667,2.37099354263457,0,0,0
1,668,1.46444550937293,0,0,0
2,668,5.25668725630664,0,0,0
1,669,1.42154706043003,0,0,0
2,669,-0.479982953737679,0,0,0
1,670,6.2831640067901,0,0,0
2,670,8.68683964920243,0,0,0
1,671,-1.09678717667993,0,0,0
2,671,1.64422401963431,0,0,0
1,672,2.33326060617541,0,0,0
2,672,-1.66940013899147,0,0,0
1,673,-8.64984096226955,0,0,0
2,673,-8.74745381803141,0,0,0
1,674,2.64273728566502,0,0,0
2,674,1.43951050378863,0,0,0
1,675,4.17526740069806,0,0,0
2,675,3.18221021155226,0,0,0
1,676,-4.30774821825513,0,0,0
2,676,-0.763622801770781,0,0,0
1,677,-5.12417163460914,0,0,0
2,677,-2.71039026392489,0,0,0
1,678,2.26352284578105,0,0,0
2,678,-0.168150075161524,0,0,0
1,679,-10.3349845603008,0,0,0
2,679,-10.7844929514351,0,0,0
1,680,0.545941880905738,0,0,0
2,680,-0.593165853029538,0,0,0
1,681,-11.698683730249,0,0,0
2,681,-12.6671853749688,0,0,0
1,682,-4.68027668130889,0,0,0
2,682,5.94736050173487,0,0,0
1,683,13.1193487325808,0,0,0
2,683,0.238346771234456,0,0,0
1,684,5.97003130278457,0,0,0
2,684,9.61352152323258,0,0,0
1,685,-5.1627950499689,0,0,0
2,685,-2.77197790347454,0,0,0
1,686,-0.0191262230896765,0,0,0
2,686,8.54888569478157,0,0,0
1,687,-10.319132624191,0,0,0
2,687,-10.3419788663707,0,0,0
1,688,-0.615452574898509,0,0,0
2,688,12.0672491813324,0,0,0
1,689,5.37268416603692,0,0,0
2,689,-6.55921428690928,0,0,0
1,690,-1.40307512840913,0,0,0
2,690,-0.206113117157741,0,0,0
1,691,-13.2420521330701,0,0,0
2,691,-12.3118818330555,0,0,0
1,692,1.7647609860936,0,0,0
2,692,7.25544235658307,0,0,0
1,693,-2.25249185443462,0,0,0
2,693,5.93302978327354,0,0,0
1,694,-0.612807189055794,0,0,0
2,694,-2.57297538451304,0,0,0
1,695,-2.18673545143229,0,0,0
2,695,2.14960693963405,0,0,0
1,696,8.73018672067226,0,0,0
2,696,13.5144243433259,0,0,0
1,697,0.989127380256321,0,0,0
2,697,4.47049215756045,0,0,0
1,698,-0.243846883971995,0,0,0
2,698,0.531847111183433,0,0,0
1,699,-2.86943758364003,0,0,0
2,699,-3.83302161341863,0,0,0
1,700,-3.28763788769187,0,0,0
2,700,-0.110641538359898,0,0,0
1,701,-1.810523556546,0,0,0
2,701,3.38519576044511,0,0,0
1,702,-6.7307013839619,0,0,0
2,702,10.1174113714032,0,0,0
1,703,-8.02870717625304,0,0,0
2,703,-6.61533149646465,0,0,0
1,704,-4.81002268185409,0,0,0
2,704,3.47080139061281,0,0,0
1,705,0.405254504647916,0,0,0
2,705,0.295555292777456,0,0,0
1,706,4.10118701209657,0,0,0
2,706,8.93434856393855,0,0,0
1,707,-4.03706606588614,0,0,0
2,707,-4.69057089732172,0,0,0
1,708,-7.94748848778053,0,0,0
2,708,-7.80478539833997,0,0,0
1,709,-11.3290280965477,0,0,0
2,709,-9.5027762280111,0,0,0
1,710,6.08739097227328,0,0,0
2,710,-2.77888049462583,0,0,0
1,711,-5.79572266071252,0,0,0
2,711,-8.45849814038904,0,0,0
1,712,-1.67633854833675,0,0,0
2,712,0.467136202769389,0,0,0
1,713,4.17537021185809,0,0,0
2,713,0.942407167913323,0,0,0
1,714,3.897826164757,0,0,0
2,714,-0.780200056027591,0,0,0
1,715,4.38474280975709,0,0,0
2,715,0.699465861474252,0,0,0
1,716,-4.01580443904011,0,0,0
2,716,1.14014355998713,0,0,0
1,717,-3.42829568142859,0,0,0
2,717,1.46826452255691,0,0,0
1,718,-1.43220157470634,0,0,0
2,718,-2.49402536576451,0,0,0
1,719,2.97084589626515,0,0,0
2,719,-1.27464877457259,0,0,0
1,720,0.866699995501771,0,0,0
2,720,-2.83321025279278,0,0,0
1,721,-5.68958307153037,0,0,0
2,721,0.148101808520823,0,0,0
1,722,-3.27192342249573,0,0,0
2,722,-5.21185796368123,0,0,0
1,723,-2.55095654050137,0,0,0
2,723,-0.500760196275307,0,0,0
1,724,8.03050158820224,0,0,0
2,724,2.100362501679,0,0,0
1,725,2.67832029228078,0,0,0
2,725,-0.972815481858441,0,0,0
1,726,3.28831675718053,0,0,0
2,726,-5.10880516129189,0,0,0
1,727,-2.6053418705644,0,0,0
2,727,-2.46035489100295,0,0,0
1,728,-6.34416796209138,0,0,0
2,728,4.18085746272108,0,0,0
1,729,2.36922770118058,0,0,0
2,729,11.7004405606261,0,0,0
1,730,7.26754170505769,0,0,0
2,730,-0.610188379773356,0,0,0
1,731,14.6202769214505,0,0,0
2,731,16.3775212171919,0,0,0
1,732,10.3051967448145,0,0,0
2,732,-0.397169754700316,0,0,0
1,733,2.24529859004278,0,0,0
2,733,3.08147567493595,0,0,0
1,734,6.21546948595627,0,0,0
2,734,9.63441625965408,0,0,0
1,735,-6.04001114197038,0,0,0
2,735,-9.30998950820624,0,0,0
1,736,-7.48506791801575,0,0,0
2,736,-8.38192170377029,0,0,0
1,737,-3.52775977364119,0,0,0
2,737,3.5411758113405,0,0,0
1,738,2.07999048941863,0,0,0
2,738,7.13762073076317,0,0,0
1,739,1.4069742650756,0,0,0
2,739,0.219415281237832,0,0,0
1,740,-10.7848782298688,0,0,0
2,740,-12.8198561912787,0,0,0
1,741,3.21840453311384,0,0,0
2,741,4.96632059660977,0,0,0
1,742,-12.4727874253991,0,0,0
2,742,-11.2948738517581,0,0,0
1,743,-8.13884733875562,0,0,0
2,743,-6.53094426307758,0,0,0
1,744,6.54920567358798,0,0,0
2,744,-5.56557481117383,0,0,0
1,745,-1.18763848851795,0,0,0
2,745,2.67355942993902,0,0,0
1,746,-6.98993482844054,0,0,0
2,746,-10.3324801542781,0,0,0
1,747,6.36888199772512,0,0,0
2,747,0.115045493150537,0,0,0
1,748,8.28803136297546,0,0,0
2,748,3.65574601129989,0,0,0
1,749,-4.29756289467262,0,0,0
2,749,-0.122132788156853,0,0,0
1,750,5.57907663812858,0,0,0
2,750,0.822016341786134,0,0,0
1,751,-13.561020265743,0,0,0
2,751,-12.6640417502797,0,0,0
1,752,-3.61631611927749,0,0,0
