rep,id,eta_th1,eta_th2,eta_th3,eta_th4
1,279,-9.04848332739417,0,0,0
2,279,-11.8007601067041,0,0,0
1,280,-6.2601418904545,0,0,0
2,280,-6.95526160723446,0,0,0
1,281,2.28292075362681,0,0,0
2,281,12.108372090461,0,0,0
1,282,-0.844689673729526,0,0,0
2,282,-0.0842400213473004,0,0,0
1,283,-0.554451101227048,0,0,0
2,283,6.06912821299293,0,0,0
1,284,-1.77479253062636,0,0,0
2,284,9.94476250025104,0,0,0
1,285,-3.88147491913647,0,0,0
2,285,6.93363420574048,0,0,0
1,286,5.40934128118201,0,0,0
2,286,4.26859938526299,0,0,0
1,287,6.28283974332649,0,0,0
2,287,4.24129282673069,0,0,0
1,288,1.15207723469585,0,0,0
2,288,-3.52305957584463,0,0,0
1,289,-5.30227539426668,0,0,0
2,289,-6.33871389064877,0,0,0
1,290,-5.33532911101895,0,0,0
2,290,7.02374473549537,0,0,0
1,291,6.91351862952292,0,0,0
2,291,2.40812357344914,0,0,0
1,292,-4.23222973704005,0,0,0
2,292,-0.116886996346079,0,0,0
1,293,3.49460666687849,0,0,0
2,293,3.99284100837471,0,0,0
1,294,-3.16991188953935,0,0,0
2,294,2.29474016809713,0,0,0
1,295,2.27322925170987,0,0,0
2,295,-5.98820193616693,0,0,0
1,296,-8.70982009070347,0,0,0
2,296,-10.3999144070597,0,0,0
1,297,6.89174275131921,0,0,0
2,297,1.96057518173975,0,0,0
1,298,-2.81032047272797,0,0,0
2,298,-3.29432777626239,0,0,0
1,299,3.69718081466072,0,0,0
2,299,-1.43602113225473,0,0,0
1,300,6.13564405188395,0,0,0
2,300,2.50382904684955,0,0,0
1,301,2.66704993840576,0,0,0
2,301,2.46534225454169,0,0,0
1,302,14.1978655669114,0,0,0
2,302,-1.73317620606613,0,0,0
1,303,3.56361815935484,0,0,0
2,303,-2.37407829853851,0,0,0
1,304,-6.26945141311722,0,0,0
2,304,-8.28010579851242,0,0,0
1,305,-3.02125076394278,0,0,0
2,305,-0.379147109145568,0,0,0
1,306,7.67591057658571,0,0,0
2,306,-0.46980754219058,0,0,0
1,307,2.04230230014383,0,0,0
2,307,3.80171374819355,0,0,0
1,308,6.72767840521743,0,0,0
2,308,-0.78707872992093,0,0,0
1,309,-0.17191322266332,0,0,0
2,309,14.817921582539,0,0,0
1,310,9.59870845710365,0,0,0
2,310,17.0618390698509,0,0,0
1,311,-2.05363863472117,0,0,0
2,311,-0.653436256647523,0,0,0
1,312,0.651432473531729,0,0,0
2,312,-0.0731845717888585,0,0,0
1,313,-2.27722011754592,0,0,0
2,313,-2.51477378314311,0,0,0
1,314,1.48776315340578,0,0,0
2,314,4.63743179115231,0,0,0
1,315,-2.30858461578564,0,0,0
2,315,7.31340694292158,0,0,0
1,316,-0.678749198002304,0,0,0
2,316,12.0788760856169,0,0,0
1,317,2.0010117222382,0,0,0
2,317,6.17177329236478,0,0,0
1,318,1.86036160212727,0,0,0
2,318,7.54647692242819,0,0,0
1,319,4.27010573436156,0,0,0
2,319,5.97390798390821,0,0,0
1,320,1.06836403054006,0,0,0
2,320,2.800240551429,0,0,0
1,321,-5.4152284041721,0,0,0
2,321,-6.13213188940594,0,0,0
1,322,9.71178071388562,0,0,0
2,322,-3.63137527404269,0,0,0
1,323,10.0438531520868,0,0,0
2,323,-0.819598786276048,0,0,0
1,324,-2.17811612889711,0,0,0
2,324,3.52172917075388,0,0,0
1,325,-1.40083336405357,0,0,0
2,325,6.06576546049808,0,0,0
1,326,-5.89286337814975,0,0,0
2,326,-6.63309714159892,0,0,0
1,327,-0.435306549387678,0,0,0
2,327,0.892254032660148,0,0,0
1,328,1.12404459821649,0,0,0
2,328,-6.02639709793777,0,0,0
1,329,11.7222248589718,0,0,0
2,329,-0.505412193352576,0,0,0
1,330,-2.52587932941639,0,0,0
2,330,0.508068697107306,0,0,0
1,331,7.62440377196671,0,0,0
2,331,-0.0493187040720666,0,0,0
1,332,-0.969493421417166,0,0,0
2,332,-1.99975704438529,0,0,0
1,333,3.01119678096722,0,0,0
2,333,3.5163100432632,0,0,0
1,334,-2.01674550777269,0,0,0
2,334,6.96255548251284,0,0,0
1,335,6.19406957287389,0,0,0
2,335,4.14116742148669,0,0,0
1,336,-3.72854972722662,0,0,0
2,336,-3.17980234545063,0,0,0
1,337,-4.86147706247295,0,0,0
2,337,-2.65474574632395,0,0,0
1,338,10.4959450631032,0,0,0
2,338,-3.74535554422543,0,0,0
1,339,-3.76910540708155,0,0,0
2,339,-7.35520345082467,0,0,0
1,340,-2.25942399620152,0,0,0
2,340,16.0816190250998,0,0,0
1,341,-2.57188727931719,0,0,0
2,341,-0.750714853451422,0,0,0
1,342,-4.38798504509435,0,0,0
2,342,-3.15053432294627,0,0,0
1,343,-4.46270071579312,0,0,0
2,343,-7.62573875987287,0,0,0
1,344,-0.620076036139678,0,0,0
2,344,-5.7417809020644,0,0,0
1,345,-3.23640975315654,0,0,0
2,345,-3.8125071085001,0,0,0
1,346,-8.98816107772534,0,0,0
2,346,-8.11443011561061,0,0,0
1,347,-2.94218143712324,0,0,0
2,347,15.5831959262048,0,0,0
1,348,-6.25716708141172,0,0,0
2,348,-5.69874260420467,0,0,0
1,349,-7.52797340374388,0,0,0
2,349,-8.50336675593485,0,0,0
1,350,-1.03617380874714,0,0,0
2,350,3.88919481073335,0,0,0
1,351,-1.1713259748074,0,0,0
2,351,4.62980740702957,0,0,0
1,352,1.81025236400283,0,0,0
2,352,-4.68134634346298,0,0,0
1,353,-12.3506204675725,0,0,0
2,353,-12.5079775599832,0,0,0
1,354,-5.17437953238499,0,0,0
2,354,5.22618338843662,0,0,0
1,355,6.86521941239616,0,0,0
2,355,-4.2303447161525,0,0,0
1,356,-3.61357444677108,0,0,0
2,356,1.99998232404611,0,0,0
1,357,-8.66056824500822,0,0,0
2,357,-7.31815769078202,0,0,0
1,358,-0.186689383019096,0,0,0
2,358,-2.25996020274886,0,0,0
1,359,4.10240640733102,0,0,0
2,359,6.79438044880779,0,0,0
1,360,-3.05219458861391,0,0,0
2,360,3.34602925320317,0,0,0
1,361,-6.35069804169059,0,0,0
2,361,-1.47988691877037,0,0,0
1,362,12.793478847017,0,0,0
2,362,-4.82608632926897,0,0,0
1,363,-2.94799547513807,0,0,0
2,363,10.4268243342605,0,0,0
1,364,-2.45843821244772,0,0,0
2,364,5.88423512447762,0,0,0
1,365,-4.23197694705235,0,0,0
2,365,1.75112940721286,0,0,0
1,366,0.699200048883247,0,0,0
2,366,2.37995333164587,0,0,0
1,367,-7.9198741749919,0,0,0
2,367,-6.44381641544777,0,0,0
1,368,8.43941386320161,0,0,0
2,368,0.0713797182906754,0,0,0
1,369,8.45399209227149,0,0,0
2,369,6.78294259157002,0,0,0
1,370,0.923779374346656,0,0,0
2,370,-0.55467515451255,0,0,0
1,371,-7.52232412745972,0,0,0
2,371,-6.65700076674025,0,0,0
1,372,10.9393280766248,0,0,0
2,372,4.38208739174452,0,0,0
1,373,-6.52388343396915,0,0,0
2,373,-9.09645811400374,0,0,0
1,374,8.3207639878468,0,0,0
2,374,3.12085617146119,0,0,0
1,375,-1.65235913958936,0,0,0
