id,eta_th1_SAEM,eta_th2_SAEM,eta_th3_SAEM,eta_th4_SAEM,eta_th1_mean,eta_th2_mean,eta_th3_mean,eta_th4_mean,eta_th1_mode,eta_th2_mode,eta_th3_mode,eta_th4_mode,eta_th1_sd,eta_th2_sd,eta_th3_sd,eta_th4_sd
286,2.03079,0,0,0,1.58932,0,0,0,0.102069,0,0,0,4.47114,0,0,0
287,2.44864,0,0,0,2.95669,0,0,0,0.102069,0,0,0,5.41298,0,0,0
288,2.14744,0,0,0,0.639694,0,0,0,0.102069,0,0,0,4.60956,0,0,0
289,-5.70164,0,0,0,-5.33995,0,0,0,-5.85763,0,0,0,1.50791,0,0,0
290,2.0838,0,0,0,1.25219,0,0,0,0.102069,0,0,0,4.66223,0,0,0
291,2.03057,0,0,0,2.26096,0,0,0,0.102069,0,0,0,4.94928,0,0,0
292,1.45962,0,0,0,1.87667,0,0,0,0.102068,0,0,0,4.13874,0,0,0
293,1.73982,0,0,0,1.78644,0,0,0,0.102069,0,0,0,4.4274,0,0,0
294,1.52745,0,0,0,2.50841,0,0,0,0.102069,0,0,0,4.73111,0,0,0
295,2.52172,0,0,0,2.49425,0,0,0,0.102069,0,0,0,5.04804,0,0,0
296,-9.48222,0,0,0,-9.09384,0,0,0,-9.26584,0,0,0,0.737888,0,0,0
297,1.48324,0,0,0,2.16408,0,0,0,0.102069,0,0,0,4.59464,0,0,0
298,2.6102,0,0,0,3.20341,0,0,0,0.102069,0,0,0,5.05895,0,0,0
299,2.45733,0,0,0,2.76119,0,0,0,0.102069,0,0,0,5.54071,0,0,0
300,2.59058,0,0,0,2.6474,0,0,0,0.102069,0,0,0,4.90539,0,0,0
301,2.53668,0,0,0,2.87183,0,0,0,0.102068,0,0,0,4.86141,0,0,0
302,2.43768,0,0,0,2.06042,0,0,0,0.102069,0,0,0,4.93155,0,0,0
303,2.37983,0,0,0,1.19795,0,0,0,0.102069,0,0,0,4.54568,0,0,0
304,-7.82894,0,0,0,-6.66137,0,0,0,-7.35036,0,0,0,1.16634,0,0,0
305,2.34914,0,0,0,2.09135,0,0,0,0.102069,0,0,0,5.07769,0,0,0
306,2.25675,0,0,0,2.05276,0,0,0,0.102068,0,0,0,5.05046,0,0,0
307,1.07927,0,0,0,2.37626,0,0,0,0.102069,0,0,0,5.57976,0,0,0
308,1.84063,0,0,0,1.77347,0,0,0,0.102069,0,0,0,5.3028,0,0,0
309,2.05938,0,0,0,1.75528,0,0,0,0.102069,0,0,0,4.97424,0,0,0
310,3.00479,0,0,0,2.45946,0,0,0,0.102068,0,0,0,5.58608,0,0,0
311,1.80761,0,0,0,1.74883,0,0,0,0.102069,0,0,0,3.8774,0,0,0
312,2.91685,0,0,0,1.68955,0,0,0,0.102069,0,0,0,4.27875,0,0,0
313,2.80268,0,0,0,1.47201,0,0,0,0.102069,0,0,0,4.77831,0,0,0
314,1.8782,0,0,0,1.53509,0,0,0,0.102069,0,0,0,4.11184,0,0,0
315,1.32535,0,0,0,1.83112,0,0,0,0.102069,0,0,0,5.17394,0,0,0
316,2.70972,0,0,0,1.89354,0,0,0,0.102069,0,0,0,5.00059,0,0,0
317,1.35808,0,0,0,2.59587,0,0,0,0.102069,0,0,0,4.66792,0,0,0
318,1.57761,0,0,0,1.35174,0,0,0,0.102068,0,0,0,5.16239,0,0,0
319,1.65539,0,0,0,2.3932,0,0,0,0.102069,0,0,0,4.36439,0,0,0
320,1.57264,0,0,0,1.85356,0,0,0,0.102069,0,0,0,4.4781,0,0,0
321,-6.35959,0,0,0,-5.41906,0,0,0,-6.31206,0,0,0,1.84516,0,0,0
322,1.25678,0,0,0,1.80542,0,0,0,0.102068,0,0,0,4.52583,0,0,0
323,1.7221,0,0,0,1.87664,0,0,0,0.102069,0,0,0,4.40059,0,0,0
324,1.72395,0,0,0,2.52262,0,0,0,0.102069,0,0,0,5.53332,0,0,0
325,0.731832,0,0,0,3.60177,0,0,0,0.102069,0,0,0,5.04447,0,0,0
326,-7.02693,0,0,0,-6.34624,0,0,0,-6.84251,0,0,0,0.833308,0,0,0
327,2.73984,0,0,0,0.723506,0,0,0,0.102069,0,0,0,4.27432,0,0,0
328,2.231,0,0,0,2.62788,0,0,0,0.102069,0,0,0,4.38775,0,0,0
329,2.61898,0,0,0,1.82015,0,0,0,0.102069,0,0,0,4.85488,0,0,0
330,2.0933,0,0,0,1.44286,0,0,0,0.102069,0,0,0,4.66411,0,0,0
331,1.86755,0,0,0,2.72008,0,0,0,0.102069,0,0,0,5.23928,0,0,0
332,1.91755,0,0,0,2.16151,0,0,0,0.102069,0,0,0,4.68297,0,0,0
333,1.36745,0,0,0,2.25146,0,0,0,0.102069,0,0,0,4.2893,0,0,0
334,3.10969,0,0,0,2.85513,0,0,0,0.102069,0,0,0,4.72961,0,0,0
335,1.58063,0,0,0,2.15446,0,0,0,0.102069,0,0,0,4.65213,0,0,0
336,1.83253,0,0,0,3.01555,0,0,0,0.102069,0,0,0,4.7326,0,0,0
337,1.78406,0,0,0,1.91513,0,0,0,0.102069,0,0,0,4.98438,0,0,0
338,1.18047,0,0,0,2.64466,0,0,0,0.102069,0,0,0,4.60149,0,0,0
339,-5.61413,0,0,0,-5.8234,0,0,0,-5.85763,0,0,0,1.41355,0,0,0
340,2.25648,0,0,0,2.19636,0,0,0,0.102069,0,0,0,4.69016,0,0,0
341,1.4522,0,0,0,1.77852,0,0,0,0.102068,0,0,0,4.27556,0,0,0
342,-5.13123,0,0,0,-5.11374,0,0,0,-5.85763,0,0,0,1.52022,0,0,0
343,-6.17905,0,0,0,-5.52025,0,0,0,-6.31206,0,0,0,1.55075,0,0,0
344,1.52073,0,0,0,3.19493,0,0,0,0.102069,0,0,0,5.44159,0,0,0
345,2.66758,0,0,0,2.37581,0,0,0,0.102069,0,0,0,4.44605,0,0,0
346,-9.49356,0,0,0,-9.27956,0,0,0,-9.26584,0,0,0,1.27591,0,0,0
347,1.99744,0,0,0,1.81209,0,0,0,0.102068,0,0,0,4.94716,0,0,0
348,-5.47774,0,0,0,-5.43612,0,0,0,-5.85763,0,0,0,1.14017,0,0,0
349,-8.09982,0,0,0,-8.18629,0,0,0,-8.07809,0,0,0,0.805885,0,0,0
350,2.40225,0,0,0,1.39362,0,0,0,0.102069,0,0,0,4.82791,0,0,0
351,1.62223,0,0,0,1.20134,0,0,0,0.102069,0,0,0,4.09866,0,0,0
352,2.05485,0,0,0,1.19243,0,0,0,0.102069,0,0,0,4.03269,0,0,0
353,-12.1053,0,0,0,-12.3397,0,0,0,-11.9156,0,0,0,1.16941,0,0,0
354,2.60197,0,0,0,1.81728,0,0,0,0.102069,0,0,0,5.56623,0,0,0
355,2.48353,0,0,0,2.72219,0,0,0,0.102069,0,0,0,4.40492,0,0,0
356,2.89648,0,0,0,1.603,0,0,0,0.102069,0,0,0,4.43189,0,0,0
357,-8.56935,0,0,0,-7.58861,0,0,0,-7.95363,0,0,0,1.05017,0,0,0
358,2.37386,0,0,0,2.4136,0,0,0,0.102069,0,0,0,5.51806,0,0,0
359,1.47228,0,0,0,1.92339,0,0,0,0.102068,0,0,0,4.55036,0,0,0
360,2.79908,0,0,0,1.58426,0,0,0,0.102069,0,0,0,3.91899,0,0,0
361,2.08741,0,0,0,1.85287,0,0,0,0.102069,0,0,0,4.24717,0,0,0
362,2.33056,0,0,0,1.48793,0,0,0,0.102069,0,0,0,4.63823,0,0,0
363,2.48528,0,0,0,3.26819,0,0,0,0.102068,0,0,0,5.16282,0,0,0
364,3.48147,0,0,0,1.64766,0,0,0,0.102069,0,0,0,4.77218,0,0,0
365,1.91614,0,0,0,2.19835,0,0,0,0.102069,0,0,0,4.93375,0,0,0
366,1.05482,0,0,0,1.9874,0,0,0,0.102069,0,0,0,4.91747,0,0,0
367,-7.32997,0,0,0,-7.35923,0,0,0,-7.35036,0,0,0,1.10806,0,0,0
368,3.01234,0,0,0,2.47958,0,0,0,0.102069,0,0,0,3.90085,0,0,0
369,2.18665,0,0,0,2.40479,0,0,0,0.102069,0,0,0,4.98216,0,0,0
370,3.37944,0,0,0,0.991381,0,0,0,0.102069,0,0,0,4.74116,0,0,0
371,-7.88606,0,0,0,-7.6928,0,0,0,-7.95363,0,0,0,0.768891,0,0,0
372,1.98888,0,0,0,1.93007,0,0,0,0.102068,0,0,0,4.80638,0,0,0
373,-7.85215,0,0,0,-7.83771,0,0,0,-8.07809,0,0,0,0.94033,0,0,0
374,2.06994,0,0,0,2.80257,0,0,0,0.102069,0,0,0,5.04137,0,0,0
375,2.8531,0,0,0,2.60133,0,0,0,0.102069,0,0,0,4.65707,0,0,0
376,2.1873,0,0,0,2.46702,0,0,0,0.102069,0,0,0,4.67814,0,0,0
377,1.1859,0,0,0,2.59366,0,0,0,0.102069,0,0,0,4.70637,0,0,0
378,2.20193,0,0,0,2.06845,0,0,0,0.102069,0,0,0,5.24517,0,0,0
379,2.17924,0,0,0,1.3303,0,0,0,0.102069,0,0,0,5.14949,0,0,0
380,2.73442,0,0,0,1.93819,0,0,0,0.102069,0,0,0,3.7713,0,0,0
381,2.6688,0,0,0,2.40123,0,0,0,0.102069,0,0,0,5.46851,0,0,0
382,3.18504,0,0,0,1.65083,0,0,0,0.102069,0,0,0,4.51507,0,0,0
383,2.61284,0,0,0,1.353,0,0,0,0.102069,0,0,0,4.3303,0,0,0
384,2.14458,0,0,0,1.55372,0,0,0,0.102069,0,0,0,4.71923,0,0,0
385,2.11422,0,0,0,1.29201,0,0,0,0.102069,0,0,0,4.88214,0,0,0
386,-7.98561,0,0,0,-8.02338,0,0,0,-8.07809,0,0,0,0.773344,0,0,0
387,1.84889,0,0,0,1.89322,0,0,0,0.102069,0,0,0,4.33128,0,0,0
388,1.66832,0,0,0,2.36633,0,0,0,0.102069,0,0,0,4.86669,0,0,0
389,1.56745,0,0,0,1.66363,0,0,0,0.102069,0,0,0,4.5567,0,0,0
390,2.25404,0,0,0,1.35091,0,0,0,0.102069,0,0,0,4.36117,0,0,0
391,2.27215,0,0,0,1.54566,0,0,0,0.102069,0,0,0,5.03064,0,0,0
392,-9.15207,0,0,0,-8.85216,0,0,0,-8.5839,0,0,0,1.05964,0,0,0
393,2.10768,0,0,0,1.30219,0,0,0,0.102069,0,0,0,4.27567,0,0,0
394,-5.55482,0,0,0,-4.90118,0,0,0,-5.85763,0,0,0,1.37216,0,0,0
395,2.16113,0,0,0,2.50476,0,0,0,0.102069,0,0,0,5.63831,0,0,0
396,3.17474,0,0,0,1.53381,0,0,0,0.102069,0,0,0,4.57596,0,0,0
397,1.8973,0,0,0,3.08567,0,0,0,0.102069,0,0,0,4.66329,0,0,0
398,-5.4642,0,0,0,-5.47272,0,0,0,-5.85763,0,0,0,1.36497,0,0,0
399,1.72256,0,0,0,1.71559,0,0,0,0.102069,0,0,0,4.28292,0,0,0
400,1.33385,0,0,0,1.61146,0,0,0,0.102069,0,0,0,4.57572,0,0,0
401,2.236,0,0,0,3.28938,0,0,0,0.102069,0,0,0,5.23723,0,0,0
402,1.78835,0,0,0,2.73238,0,0,0,0.102069,0,0,0,5.17661,0,0,0
403,-6.92832,0,0,0,-6.7578,0,0,0,-6.84251,0,0,0,0.942346,0,0,0
404,2.60176,0,0,0,1.23134,0,0,0,0.102068,0,0,0,4.40899,0,0,0
405,2.37151,0,0,0,1.88719,0,0,0,0.102069,0,0,0,4.89416,0,0,0
406,-5.38963,0,0,0,-5.70154,0,0,0,-5.85763,0,0,0,0.847584,0,0,0
407,-12.7019,0,0,0,-12.1624,0,0,0,-12.3006,0,0,0,1.23791,0,0,0
408,1.95233,0,0,0,1.75779,0,0,0,0.102068,0,0,0,4.28949,0,0,0
409,1.82142,0,0,0,2.71581,0,0,0,0.102069,0,0,0,4.88301,0,0,0
410,2.67165,0,0,0,1.88506,0,0,0,0.102069,0,0,0,4.4271,0,0,0
411,-9.78455,0,0,0,-9.52997,0,0,0,-9.51206,0,0,0,0.999943,0,0,0
412,1.95957,0,0,0,3.38379,0,0,0,0.102069,0,0,0,4.54636,0,0,0
413,2.70545,0,0,0,1.47188,0,0,0,0.102069,0,0,0,4.7621,0,0,0
414,2.54845,0,0,0,3.21024,0,0,0,0.102068,0,0,0,5.14195,0,0,0
415,2.11555,0,0,0,2.78506,0,0,0,0.102069,0,0,0,4.70387,0,0,0
416,1.45071,0,0,0,2.20013,0,0,0,0.102068,0,0,0,4.54107,0,0,0
417,-6.87411,0,0,0,-6.90559,0,0,0,-6.84251,0,0,0,0.887858,0,0,0
418,1.64839,0,0,0,1.76344,0,0,0,0.102069,0,0,0,4.70962,0,0,0
419,2.47591,0,0,0,1.99754,0,0,0,0.102069,0,0,0,4.53618,0,0,0
420,2.60181,0,0,0,1.55576,0,0,0,0.102069,0,0,0,4.46186,0,0,0
421,1.39232,0,0,0,1.83417,0,0,0,0.102068,0,0,0,5.52895,0,0,0
422,0.928463,0,0,0,2.5245,0,0,0,0.102069,0,0,0,4.61535,0,0,0
423,2.17081,0,0,0,2.06454,0,0,0,0.102069,0,0,0,5.07691,0,0,0
424,2.43341,0,0,0,2.45979,0,0,0,0.102068,0,0,0,4.53448,0,0,0
425,1.90664,0,0,0,1.64994,0,0,0,0.102069,0,0,0,5.52782,0,0,0
426,2.3229,0,0,0,1.90476,0,0,0,0.102068,0,0,0,4.95932,0,0,0
427,1.95866,0,0,0,2.49596,0,0,0,0.102069,0,0,0,4.99707,0,0,0
428,2.05134,0,0,0,1.36196,0,0,0,0.102068,0,0,0,5.21102,0,0,0
429,1.21878,0,0,0,3.0554,0,0,0,0.102069,0,0,0,5.10636,0,0,0
430,2.48256,0,0,0,1.96812,0,0,0,0.102069,0,0,0,4.3743,0,0,0
431,-8.29161,0,0,0,-7.80386,0,0,0,-8.07809,0,0,0,1.22652,0,0,0
432,2.83773,0,0,0,2.00522,0,0,0,0.102069,0,0,0,5.10303,0,0,0
433,2.80601,0,0,0,1.66052,0,0,0,0.102069,0,0,0,4.21232,0,0,0
434,-5.50211,0,0,0,-4.95137,0,0,0,-5.85763,0,0,0,1.57331,0,0,0
435,1.99098,0,0,0,2.16936,0,0,0,0.102069,0,0,0,4.99082,0,0,0
436,1.18918,0,0,0,1.55106,0,0,0,0.102069,0,0,0,4.40264,0,0,0
437,2.35287,0,0,0,2.02511,0,0,0,0.102069,0,0,0,4.07122,0,0,0
438,2.05551,0,0,0,2.02872,0,0,0,0.102069,0,0,0,4.64346,0,0,0
439,2.93906,0,0,0,2.02443,0,0,0,0.102068,0,0,0,5.07677,0,0,0
440,2.19425,0,0,0,1.44861,0,0,0,0.102069,0,0,0,4.70202,0,0,0
441,2.05498,0,0,0,2.04018,0,0,0,0.102069,0,0,0,5.06583,0,0,0
442,-7.05201,0,0,0,-7.47658,0,0,0,-7.35036,0,0,0,1.32098,0,0,0
443,2.37442,0,0,0,2.49459,0,0,0,0.102069,0,0,0,4.88588,0,0,0
444,2.36182,0,0,0,1.78279,0,0,0,0.102069,0,0,0,3.80921,0,0,0
445,2.14796,0,0,0,2.40883,0,0,0,0.102069,0,0,0,5.24586,0,0,0
446,2.50616,0,0,0,2.07107,0,0,0,0.102069,0,0,0,5.53863,0,0,0
447,1.3838,0,0,0,2.29281,0,0,0,0.102069,0,0,0,5.03529,0,0,0
448,1.17264,0,0,0,1.98123,0,0,0,0.102069,0,0,0,5.17885,0,0,0
449,1.77183,0,0,0,2.61421,0,0,0,0.102068,0,0,0,5.83368,0,0,0
450,2.08035,0,0,0,2.66249,0,0,0,0.102069,0,0,0,5.02329,0,0,0
451,2.05056,0,0,0,2.34274,0,0,0,0.102069,0,0,0,4.15311,0,0,0
452,2.32015,0,0,0,2.0657,0,0,0,0.102069,0,0,0,4.64165,0,0,0
453,-9.86461,0,0,0,-10.0001,0,0,0,-10.0461,0,0,0,1.05977,0,0,0
454,1.98213,0,0,0,2.60571,0,0,0,0.102069,0,0,0,4.57214,0,0,0
455,-8.36761,0,0,0,-8.02936,0,0,0,-8.07809,0,0,0,0.977008,0,0,0
456,2.54346,0,0,0,0.92898,0,0,0,0.102069,0,0,0,4.42175,0,0,0
457,1.89625,0,0,0,3.06035,0,0,0,0.102068,0,0,0,4.89325,0,0,0
458,1.91596,0,0,0,2.83714,0,0,0,0.102068,0,0,0,4.67455,0,0,0
459,1.915,0,0,0,2.9192,0,0,0,0.102068,0,0,0,4.45745,0,0,0
460,2.20342,0,0,0,2.27944,0,0,0,0.102069,0,0,0,4.47608,0,0,0
461,2.19157,0,0,0,2.18825,0,0,0,0.102068,0,0,0,4.92839,0,0,0
462,3.56491,0,0,0,3.83733,0,0,0,0.102069,0,0,0,5.12341,0,0,0
463,2.25259,0,0,0,2.0391,0,0,0,0.102069,0,0,0,4.97972,0,0,0
464,1.98669,0,0,0,2.40977,0,0,0,0.102069,0,0,0,4.80952,0,0,0
465,2.33102,0,0,0,1.50386,0,0,0,0.102069,0,0,0,4.58455,0,0,0
466,2.54083,0,0,0,2.18106,0,0,0,0.102069,0,0,0,4.88018,0,0,0
467,1.33673,0,0,0,2.4912,0,0,0,0.102069,0,0,0,5.02844,0,0,0
468,1.28716,0,0,0,0.766376,0,0,0,0.102069,0,0,0,3.81342,0,0,0
469,-12.6271,0,0,0,-12.676,0,0,0,-12.3006,0,0,0,1.27268,0,0,0
470,-5.02474,0,0,0,-5.74371,0,0,0,-5.85763,0,0,0,1.25336,0,0,0
471,-11.15,0,0,0,-10.8675,0,0,0,-10.9211,0,0,0,0.92387,0,0,0
472,2.84813,0,0,0,2.04123,0,0,0,0.102069,0,0,0,5.45402,0,0,0
473,-9.07845,0,0,0,-9.01912,0,0,0,-9.28239,0,0,0,0.585461,0,0,0
474,1.90922,0,0,0,2.67412,0,0,0,0.102069,0,0,0,5.21905,0,0,0
475,3.24451,0,0,0,1.76689,0,0,0,0.102069,0,0,0,4.91776,0,0,0
476,1.32551,0,0,0,2.45338,0,0,0,0.102069,0,0,0,4.77825,0,0,0
477,1.28663,0,0,0,2.10895,0,0,0,0.102068,0,0,0,4.93429,0,0,0
478,2.95524,0,0,0,2.31679,0,0,0,0.102069,0,0,0,4.24971,0,0,0
479,2.93955,0,0,0,1.8874,0,0,0,0.102069,0,0,0,4.66776,0,0,0
480,-9.07679,0,0,0,-8.50428,0,0,0,-8.82907,0,0,0,1.43055,0,0,0
481,2.22459,0,0,0,0.977777,0,0,0,0.102069,0,0,0,4.65421,0,0,0
482,1.84884,0,0,0,3.03754,0,0,0,0.102069,0,0,0,5.18725,0,0,0
483,2.50945,0,0,0,2.58244,0,0,0,0.102069,0,0,0,3.68197,0,0,0
484,1.46187,0,0,0,1.55458,0,0,0,0.102069,0,0,0,3.94431,0,0,0
485,1.6615,0,0,0,2.94569,0,0,0,0.102069,0,0,0,4.91099,0,0,0
486,2.46698,0,0,0,2.4609,0,0,0,0.102069,0,0,0,4.8096,0,0,0
487,2.02614,0,0,0,1.54398,0,0,0,0.102069,0,0,0,4.5011,0,0,0
488,1.56694,0,0,0,1.58749,0,0,0,0.102069,0,0,0,4.28493,0,0,0
489,2.07455,0,0,0,1.81839,0,0,0,0.102068,0,0,0,4.94979,0,0,0
490,1.7277,0,0,0,3.23469,0,0,0,0.102069,0,0,0,5.46664,0,0,0
491,2.6997,0,0,0,2.27747,0,0,0,0.102069,0,0,0,4.67265,0,0,0
492,-5.47962,0,0,0,-5.50077,0,0,0,-5.85763,0,0,0,1.37061,0,0,0
493,2.87548,0,0,0,1.18832,0,0,0,0.102069,0,0,0,4.86744,0,0,0
494,1.36458,0,0,0,2.42637,0,0,0,0.102069,0,0,0,4.33912,0,0,0
495,1.52426,0,0,0,2.20499,0,0,0,0.102069,0,0,0,5.44957,0,0,0
496,1.97397,0,0,0,3.36644,0,0,0,0.102068,0,0,0,4.96483,0,0,0
497,2.97535,0,0,0,1.40775,0,0,0,0.102069,0,0,0,4.52253,0,0,0
498,1.5826,0,0,0,2.5222,0,0,0,0.102069,0,0,0,4.35814,0,0,0
499,2.33846,0,0,0,2.1701,0,0,0,0.102068,0,0,0,4.72828,0,0,0
500,1.92769,0,0,0,1.80243,0,0,0,0.102069,0,0,0,4.76085,0,0,0
501,-5.58297,0,0,0,-5.17524,0,0,0,-5.85763,0,0,0,2.15856,0,0,0
502,1.92433,0,0,0,1.44682,0,0,0,0.102069,0,0,0,5.04988,0,0,0
503,2.21906,0,0,0,1.8634,0,0,0,0.102069,0,0,0,4.21287,0,0,0
504,0.992277,0,0,0,1.97223,0,0,0,0.102068,0,0,0,4.87972,0,0,0
505,-10.4926,0,0,0,-10.5211,0,0,0,-10.3159,0,0,0,1.04402,0,0,0
506,3.3612,0,0,0,2.37775,0,0,0,0.102069,0,0,0,4.85536,0,0,0
507,1.76795,0,0,0,1.94901,0,0,0,0.102069,0,0,0,4.47108,0,0,0
508,1.54656,0,0,0,1.29144,0,0,0,0.102069,0,0,0,4.415,0,0,0
509,1.30854,0,0,0,2.12974,0,0,0,0.102069,0,0,0,5.12786,0,0,0
510,-8.84886,0,0,0,-8.82088,0,0,0,-8.82907,0,0,0,0.861041,0,0,0
511,2.00418,0,0,0,2.10383,0,0,0,0.102069,0,0,0,5.04376,0,0,0
512,2.24281,0,0,0,1.48455,0,0,0,0.102069,0,0,0,4.26963,0,0,0
513,-5.22136,0,0,0,-5.54602,0,0,0,-5.85763,0,0,0,1.19906,0,0,0
514,1.85772,0,0,0,2.97305,0,0,0,0.102069,0,0,0,4.72277,0,0,0
515,2.04678,0,0,0,2.76287,0,0,0,0.102068,0,0,0,5.0684,0,0,0
516,-7.15103,0,0,0,-8.54705,0,0,0,-8.07809,0,0,0,0.635607,0,0,0
517,-7.65605,0,0,0,-7.598,0,0,0,-7.95363,0,0,0,0.851648,0,0,0
518,2.86326,0,0,0,2.25138,0,0,0,0.102068,0,0,0,4.60053,0,0,0
519,1.73736,0,0,0,2.24904,0,0,0,0.102069,0,0,0,4.76468,0,0,0
520,-7.56715,0,0,0,-7.38714,0,0,0,-7.35036,0,0,0,1.02201,0,0,0
521,-16.8492,0,0,0,-17.265,0,0,0,-16.321,0,0,0,2.02013,0,0,0
522,1.28958,0,0,0,2.2668,0,0,0,0.102069,0,0,0,5.10525,0,0,0
523,2.32219,0,0,0,2.80291,0,0,0,0.102069,0,0,0,4.84389,0,0,0
524,2.61211,0,0,0,2.34649,0,0,0,0.102069,0,0,0,5.13684,0,0,0
525,1.72075,0,0,0,1.81478,0,0,0,0.102069,0,0,0,4.41017,0,0,0
526,2.37601,0,0,0,2.48633,0,0,0,0.102069,0,0,0,5.14837,0,0,0
527,1.43332,0,0,0,3.5028,0,0,0,0.102069,0,0,0,5.76462,0,0,0
528,1.53052,0,0,0,2.86031,0,0,0,0.102069,0,0,0,5.33774,0,0,0
529,-8.0796,0,0,0,-7.97562,0,0,0,-7.95363,0,0,0,0.758393,0,0,0
530,-5.66858,0,0,0,-5.32847,0,0,0,-5.85763,0,0,0,1.13838,0,0,0
531,-5.52196,0,0,0,-5.10107,0,0,0,-5.85763,0,0,0,1.98262,0,0,0
532,1.82465,0,0,0,2.13439,0,0,0,0.102068,0,0,0,4.67683,0,0,0
533,-6.3002,0,0,0,-6.3247,0,0,0,-6.31206,0,0,0,1.24015,0,0,0
534,2.36456,0,0,0,3.11759,0,0,0,0.102069,0,0,0,5.17797,0,0,0
535,2.50942,0,0,0,2.39258,0,0,0,0.102068,0,0,0,5.14568,0,0,0
536,2.20438,0,0,0,1.39639,0,0,0,0.102069,0,0,0,4.08593,0,0,0
537,-9.14495,0,0,0,-8.7582,0,0,0,-8.82907,0,0,0,1.32349,0,0,0
538,2.42047,0,0,0,2.19113,0,0,0,0.102069,0,0,0,5.06894,0,0,0
539,2.17787,0,0,0,0.892448,0,0,0,0.102069,0,0,0,4.70477,0,0,0
540,2.08277,0,0,0,3.00356,0,0,0,0.102069,0,0,0,5.58904,0,0,0
541,2.19888,0,0,0,2.20705,0,0,0,0.102068,0,0,0,4.99668,0,0,0
542,1.87733,0,0,0,2.02376,0,0,0,0.102069,0,0,0,4.72677,0,0,0
543,-9.1986,0,0,0,-9.51573,0,0,0,-9.26584,0,0,0,0.819438,0,0,0
544,1.93558,0,0,0,1.05093,0,0,0,0.102069,0,0,0,4.55327,0,0,0
545,2.08798,0,0,0,2.66052,0,0,0,0.102069,0,0,0,5.64013,0,0,0
546,1.73116,0,0,0,2.34802,0,0,0,0.102069,0,0,0,5.36368,0,0,0
547,2.11222,0,0,0,2.59266,0,0,0,0.102069,0,0,0,4.28096,0,0,0
548,-12.849,0,0,0,-13.4599,0,0,0,-12.8018,0,0,0,1.28602,0,0,0
549,-9.70262,0,0,0,-9.96445,0,0,0,-9.58954,0,0,0,1.08982,0,0,0
550,1.40826,0,0,0,1.78051,0,0,0,0.102069,0,0,0,4.70082,0,0,0
551,1.31637,0,0,0,1.69886,0,0,0,0.102068,0,0,0,4.70124,0,0,0
552,2.2325,0,0,0,2.85556,0,0,0,0.102069,0,0,0,4.65726,0,0,0
553,-10.125,0,0,0,-9.88423,0,0,0,-10.0461,0,0,0,0.948012,0,0,0
554,2.36597,0,0,0,1.68081,0,0,0,0.102069,0,0,0,4.48393,0,0,0
555,1.87336,0,0,0,2.86831,0,0,0,0.102069,0,0,0,4.93488,0,0,0
556,1.62936,0,0,0,2.01948,0,0,0,0.102069,0,0,0,5.07668,0,0,0
557,2.58863,0,0,0,2.11859,0,0,0,0.102069,0,0,0,4.42994,0,0,0
558,2.17959,0,0,0,1.76906,0,0,0,0.102069,0,0,0,4.49971,0,0,0
559,1.04154,0,0,0,2.43841,0,0,0,0.102069,0,0,0,4.99317,0,0,0
560,2.10828,0,0,0,1.5343,0,0,0,0.102069,0,0,0,4.63372,0,0,0
561,2.26771,0,0,0,1.32957,0,0,0,0.102069,0,0,0,4.36405,0,0,0
562,1.9675,0,0,0,1.07307,0,0,0,0.102069,0,0,0,4.9132,0,0,0
563,2.76416,0,0,0,1.35136,0,0,0,0.102069,0,0,0,5.25971,0,0,0
564,1.55857,0,0,0,1.992,0,0,0,0.102068,0,0,0,3.93879,0,0,0
565,1.2767,0,0,0,1.80272,0,0,0,0.102069,0,0,0,5.15796,0,0,0
566,-16.7663,0,0,0,-17.9582,0,0,0,-16.321,0,0,0,2.89149,0,0,0
567,1.64704,0,0,0,3.4264,0,0,0,0.102069,0,0,0,5.3006,0,0,0
568,-8.3778,0,0,0,-8.7604,0,0,0,-8.5839,0,0,0,1.22054,0,0,0
569,2.22518,0,0,0,0.308656,0,0,0,0.102069,0,0,0,4.08274,0,0,0
570,-7.8025,0,0,0,-7.92797,0,0,0,-7.95363,0,0,0,0.678815,0,0,0
571,1.94773,0,0,0,2.23424,0,0,0,0.102069,0,0,0,5.06433,0,0,0
572,1.88976,0,0,0,2.31169,0,0,0,0.102069,0,0,0,5.97289,0,0,0
573,-6.51335,0,0,0,-6.9296,0,0,0,-6.84251,0,0,0,0.970752,0,0,0
574,1.41899,0,0,0,1.55182,0,0,0,0.102069,0,0,0,4.9652,0,0,0
575,1.96538,0,0,0,2.37819,0,0,0,0.102069,0,0,0,4.14967,0,0,0
576,1.99008,0,0,0,2.28309,0,0,0,0.102068,0,0,0,5.24609,0,0,0
577,1.84476,0,0,0,2.35447,0,0,0,0.102069,0,0,0,4.84165,0,0,0
578,1.9674,0,0,0,3.11928,0,0,0,0.102069,0,0,0,4.91633,0,0,0
579,2.41605,0,0,0,1.27194,0,0,0,0.102069,0,0,0,4.79087,0,0,0
580,1.30356,0,0,0,1.65525,0,0,0,0.102069,0,0,0,4.26519,0,0,0
581,-8.53288,0,0,0,-8.65235,0,0,0,-8.58391,0,0,0,0.708047,0,0,0
582,1.82305,0,0,0,2.83099,0,0,0,0.102069,0,0,0,5.16186,0,0,0
